string_protein_id	preferred_name	protein_size	annotation
511145.b0812	dps	167	Fe-binding and storage protein; During stationary phase, binds the chromosome non- specifically, forming a highly ordered and stable dps-DNA co-crystal within which chromosomal DNA is condensed and protected from diverse damages. It protects DNA from oxidative damage by sequestering intracellular Fe(2+) ion and storing it in the form of Fe(3+) oxyhydroxide mineral, which can be released after reduction. One hydrogen peroxide oxidizes two Fe(2+) ions, which prevents hydroxyl radical production by the Fenton reaction. Dps also protects the cell from UV and gamma irradiation, iron and cop [...] 
511145.b0813	rhtA	295	Threonine and homoserine efflux system; Involved in the efflux of threonine and homoserine. Can also export other amino acids such as proline, serine, histidine and cysteine; Belongs to the drug/metabolite transporter (DMT) superfamily. 10 TMS drug/metabolite exporter (DME) (TC 2.A.7.3) family.
511145.b0814	ompX	171	Outer membrane protein X; Belongs to the outer membrane OOP (TC 1.B.6) superfamily. OmpX family.
511145.b0815	opgE	527	OPG biosynthetic transmembrane phosphoethanolamine transferase; Catalyzes the addition of a phosphoethanolamine moiety to the osmoregulated periplasmic glucan (OPG) backbone.
511145.b0817	mntR	155	Mn(2+)-responsive manganese regulon transcriptional regulator; In the presence of manganese, represses expression of mntH and mntS. Up-regulates expression of mntP.
511145.b0818	ybiR	372	Putative transporter.
511145.b0819	ldtB	306	L,D-transpeptidase linking Lpp to murein; Responsible, at least in part, for anchoring of the major outer membrane lipoprotein (Lpp, also known as the Braun lipoprotein) to the peptidoglycan via a meso-diaminopimelyl-L-Lys- bond on the terminal residue of Lpp. Can be oxidized in vivo, its reduction depends preferentially on DsbG, although DsbC is able to partially replace DsbG; Belongs to the YkuD family.
511145.b0820	ybiT	530	ABC-F family putative regulatory ATPase; Putative ATP-binding component of a transport system.
511145.b0821	ybiU	421	DUF1479 family protein.
511145.b0822	ybiV	271	Sugar phosphatase; Catalyzes the hydrolysis of sugar phosphate to sugar and inorganic phosphate. Has a wide substrate specificity catalyzing the hydrolysis of ribose-5-phosphate, glucose-6-phosphate, fructose-1- phosphate, acetyl-phosphate, glycerol-1-phosphate, glycerol-2- phosphate, 2-deoxy-glucose-6-phosphate, mannose-6-phosphate and fructose-6-phosphate. Appears to have a low level of phosphotransferase activity using monophosphates as the phosphate donor. Belongs to the HAD-like hydrolase superfamily. Cof family. SupH subfamily.
511145.b0823	ybiW	810	Putative pyruvate formate lyase; Probably shows dehydratase activity. Belongs to the glycyl radical enzyme (GRE) family.
511145.b0824	ybiY	299	Putative pyruvate formate lyase activating enzyme; Activation of pyruvate formate-lyase 2 under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine; Belongs to the organic radical-activating enzymes family.
511145.b0825	fsaA	220	Fructose-6-phosphate aldolase 1; Catalyzes the reversible formation of fructose 6-phosphate from dihydroxyacetone (DHA) and D-glyceraldehyde 3-phosphate via an aldolization reaction. Can utilize several aldehydes as acceptor compounds in vitro, and hydroxyacetone (HA) or 1-hydroxy-butan-2-one as alternative donor substrate. Is also able to catalyze the direct stereoselective self-aldol addition of glycolaldehyde to furnish D-(-)- threose, and cross-aldol reactions of glycolaldehyde to other aldehyde acceptors. Is not able to cleave fructose, fructose 1-phosphate, glucose 6-phosphate, s [...] 
511145.b0826	moeB	249	Molybdopterin synthase sulfurylase; Catalyzes the adenylation by ATP of the carboxyl group of the C-terminal glycine of sulfur carrier protein MoaD.
511145.b0827	moeA	411	Molybdopterin molybdenumtransferase; Catalyzes the insertion of molybdate into adenylated molybdopterin with the concomitant release of AMP. Belongs to the MoeA family.
511145.b0828	iaaA	321	Isoaspartyl peptidase; Degrades proteins damaged by L-isoaspartyl residue formation (also known as beta-Asp residues). Degrades L-isoaspartyl-containing di- and maybe also tripeptides. Also has L-asparaginase activity, although this may not be its principal function. Belongs to the Ntn-hydrolase family.
511145.b0829	gsiA	623	Glutathione ABC transporter ATPase; Part of the ABC transporter complex GsiABCD involved in glutathione import. Responsible for energy coupling to the transport system.
511145.b0830	gsiB	512	Glutathione ABC transporter periplasmic binding protein; Part of the ABC transporter complex GsiABCD involved in glutathione import. Binds glutathione ; Belongs to the bacterial solute-binding protein 5 family.
511145.b0831	gsiC	306	Glutathione ABC transporter permease; Part of the ABC transporter complex GsiABCD involved in glutathione import. Probably responsible for the translocation of the substrate across the membrane.
511145.b0832	gsiD	303	Glutathione ABC transporter permease; Part of the ABC transporter complex GsiABCD involved in glutathione import. Probably responsible for the translocation of the substrate across the membrane.
511145.b0833	yliE	782	Putative membrane-anchored cyclic-di-GMP phosphodiesterase; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic-di-GMP (c-di-GMP) to 5'-pGpG (By similarity). Overexpression reduces biofilm formation. Cyclic-di-GMP is a second messenger which controls cell surface-associated traits in bacteria.
511145.b0834	yliF	442	Putative membrane-anchored diguanylate cyclase; Catalyzes the synthesis of cyclic-di-GMP (c-di-GMP) via the condensation of 2 GTP molecules.
511145.b0835	rimO	441	Ribosomal protein S12 methylthiotransferase; Catalyzes the methylthiolation of the residue Asp-89 of ribosomal protein S12.
511145.b0836	bssR	127	Repressor of biofilm formation by indole transport regulation; Represses biofilm formation in M9C glu and LB glu media but not in M9C and LB media. Seems to act as a global regulator of several genes involved in catabolite repression and stress response and regulation of the uptake and export of signaling pathways. Could be involved the regulation of indole as well as uptake and export of AI-2 through a cAMP-dependent pathway.
511145.b0837	yliI	371	Soluble aldose sugar dehydrogenase; Aldose sugar dehydrogenase with broad substrate specificity. The physiological substrate is unknown. Can oxidize glucose to gluconolactone. Can also utilize D-arabinose, L-arabinose and 2-deoxy- glucose. Has higher activity towards oligomeric sugars, such as maltose, maltotriose or cellobiose. It may function to input sugar- derived electrons into the respiratory network.
511145.b0838	gstB	208	Glutathione S-transferase; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Catalyzes the glutathione-dependent dehalogenation of bromoacetate.
511145.b0839	dacC	400	D-alanyl-D-alanine carboxypeptidase; Removes C-terminal D-alanyl residues from sugar-peptide cell wall precursors.
511145.b0840	deoR	252	Deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor; This protein is one of the repressors that regulate the expression of deoCABD genes, which encode nucleotide and deoxy ribonucleotide catabolizing enzymes. It also negatively regulates the expression of nupG (a transport protein) and tsx (a pore-forming protein). The inducer is deoxyribose-5-phosphate.
511145.b0841	ybjG	198	Undecaprenyl pyrophosphate phosphatase; Overexpression leads to increased undecaprenyl diphosphatase activity and to increased resistance to bacitracin. May have a preferred substrate other than undecaprenyl diphosphate in vivo.
511145.b0842	mdfA	410	Multidrug efflux system protein; Efflux pump driven by the proton motive force. Confers resistance to a broad spectrum of chemically unrelated drugs. Confers resistance to a diverse group of cationic or zwitterionic lipophilic compounds such as ethidium bromide, tetraphenylphosphonium, rhodamine, daunomycin, benzalkonium, rifampicin, tetracycline, puromycin, and to chemically unrelated, clinically important antibiotics such as chloramphenicol, erythromycin, and certain aminoglycosides and fluoroquinolones. Overexpression results in isopropyl-beta-D- thiogalactopyranoside (IPTG) exclusi [...] 
511145.b0843	ybjH	94	Uncharacterized protein.
511145.b0844	ybjI	271	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; Catalyzes the dephosphorylation of 5-amino-6-(5-phospho-D- ribitylamino)uracil, and thus could be involved in the riboflavin biosynthesis pathway. Is also able to dephosphorylate flavin mononucleotide (FMN), erythrose 4-phosphate and other phosphoric acid esters. Belongs to the HAD-like hydrolase superfamily. Cof family.
511145.b0845	ybjJ	402	Putative drug efflux MFS transporter, inner membrane protein; Putative DEOR-type transcriptional regulator.
511145.b0846	rcdA	178	Transcriptional regulator of csgD and ybiJI; Regulates the expression of a number of genes involved in biofilm formation and stress response. Target genes include six stress- response transcriptional regulators: csgD, which is a master regulator of biofilm formation, appY, sxy, ycgF, fimB and rcdA itself. This indicates that a large number of genes must be regulated indirectly via these transcriptional regulators. Acts by binding to the upstream region of its target genes.
511145.b0847	ybjL	561	Putative transport protein.
511145.b0848	ybjM	125	Inner membrane protein.
511145.b0849	grxA	85	Glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a); The disulfide bond functions as an electron carrier in the glutathione-dependent synthesis of deoxyribonucleotides by the enzyme ribonucleotide reductase. In addition, it is also involved in reducing some disulfide bonds in a coupled system with glutathione reductase; Belongs to the glutaredoxin family.
511145.b0850	ybjC	95	DUF1418 family protein.
511145.b0851	nfsA	240	Nitroreductase A, NADPH-dependent, FMN-dependent; Catalyzes the reduction of nitroaromatic compounds using NADPH. Has a broad electron acceptor specificity. Reduces nitrofurazone by a ping-pong bi-bi mechanism possibly to generate a two-electron transfer product. Major oxygen-insensitive nitroreductase in E.coli.
511145.b0852	rimK	300	Ribosomal protein S6 modification protein; Is an L-glutamate ligase that catalyzes the ATP-dependent post-translational addition of glutamate residues to the C-terminus of ribosomal protein S6 (RpsF). Is also able to catalyze the synthesis of poly-alpha-glutamate in vitro, via ATP hydrolysis from unprotected glutamate as substrate. The number of glutamate residues added to either RpsF or to poly-alpha-glutamate changes with pH. Belongs to the RimK family.
511145.b0853	ybjN	158	Negative regulator of motility; Putative sensory transduction regulator.
511145.b0854	potF	370	Putrescine ABC transporter periplasmic binding protein; Required for the activity of the bacterial periplasmic transport system of putrescine. Polyamine binding protein. Belongs to the bacterial solute-binding protein PotD/PotF family.
511145.b0855	potG	377	Putrescine ABC transporter ATPase; Part of the binding-protein-dependent transport system for putrescine. Probably responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily.
511145.b0856	potH	317	Putrescine ABC transporter permease; Required for the activity of the bacterial periplasmic transport system of putrescine; Belongs to the binding-protein-dependent transport system permease family. CysTW subfamily.
