"uniprot","qualifier","go_term","name","locus"
"P42920",NA,"GO:0022625","50S ribosomal protein L3","BSU_01160"
"P42919",NA,"GO:0003723","50S ribosomal protein L2","BSU_01190"
"P42919",NA,"GO:0003735","50S ribosomal protein L2","BSU_01190"
"P42919",NA,"GO:0022625","50S ribosomal protein L2","BSU_01190"
"P42919",NA,"GO:0002181","50S ribosomal protein L2","BSU_01190"
"P42252",NA,"GO:0033281","Sec-independent protein translocase protein TatCd","BSU_02640"
"P42252",NA,"GO:0065002","Sec-independent protein translocase protein TatCd","BSU_02640"
"P42252",NA,"GO:0043953","Sec-independent protein translocase protein TatCd","BSU_02640"
"P42252",NA,"GO:0009977","Sec-independent protein translocase protein TatCd","BSU_02640"
"P42245",NA,"GO:0000156","Sensor histidine kinase YcbM","BSU_02560"
"P42245",NA,"GO:0030295","Sensor histidine kinase YcbM","BSU_02560"
"P42245",NA,"GO:0007234","Sensor histidine kinase YcbM","BSU_02560"
"P42244",NA,"GO:0006355","Uncharacterized transcriptional regulatory protein YcbL","BSU_02550"
"P42244",NA,"GO:0005829","Uncharacterized transcriptional regulatory protein YcbL","BSU_02550"
"P42244",NA,"GO:0032993","Uncharacterized transcriptional regulatory protein YcbL","BSU_02550"
"P42244",NA,"GO:0000156","Uncharacterized transcriptional regulatory protein YcbL","BSU_02550"
"P42244",NA,"GO:0000976","Uncharacterized transcriptional regulatory protein YcbL","BSU_02550"
"P42235",NA,"GO:0008840","Probable 5-dehydro-4-deoxyglucarate dehydratase","BSU_02460"
"P42234",NA,"GO:0006979","Catalase-2","BSU_39050"
"P42234",NA,"GO:0005829","Catalase-2","BSU_39050"
"P42234",NA,"GO:0020037","Catalase-2","BSU_39050"
"P42234",NA,"GO:0042744","Catalase-2","BSU_39050"
"P42234",NA,"GO:0004096","Catalase-2","BSU_39050"
"P42178",NA,"GO:0051131","Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ","BSU_37260"
"P42178",NA,"GO:0016530","Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ","BSU_37260"
"P42178",NA,"GO:0042128","Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ","BSU_37260"
"P42177",NA,"GO:0009055","Nitrate reductase gamma chain","BSU_37250"
"P42177",NA,"GO:0020037","Nitrate reductase gamma chain","BSU_37250"
"P42177",NA,"GO:0008940","Nitrate reductase gamma chain","BSU_37250"
"P42177",NA,"GO:0019645","Nitrate reductase gamma chain","BSU_37250"
"P42176",NA,"GO:0009055","Nitrate reductase beta chain","BSU_37270"
"P42176",NA,"GO:0009061","Nitrate reductase beta chain","BSU_37270"
"P42176",NA,"GO:0016020","Nitrate reductase beta chain","BSU_37270"
"P42175",NA,"GO:0009061","Nitrate reductase alpha chain","BSU_37280"
"P42175",NA,"GO:0016020","Nitrate reductase alpha chain","BSU_37280"
"P42103",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YxaD","BSU_40010"
"P42103",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YxaD","BSU_40010"
"P42095",NA,"GO:0006302","DNA repair protein RecO","BSU_25280"
"P42095",NA,"GO:0043590","DNA repair protein RecO","BSU_25280"
"P42087",NA,"GO:0003333","Putative histidine permease","BSU_39390"
"P42087",NA,"GO:0015171","Putative histidine permease","BSU_39390"
"P42084",NA,"GO:0050480","Imidazolonepropionase","BSU_39370"
"P42084",NA,"GO:0006548","Imidazolonepropionase","BSU_39370"
"P42068",NA,"GO:0033389","Formimidoylglutamase","BSU_39380"
"P42068",NA,"GO:0008783","Formimidoylglutamase","BSU_39380"
"P42060",NA,"GO:0022625","50S ribosomal protein L22","BSU_01210"
"P42060",NA,"GO:0003735","50S ribosomal protein L22","BSU_01210"
"P42060",NA,"GO:0006412","50S ribosomal protein L22","BSU_01210"
"Q79F14",NA,"GO:0016042","Extracellular esterase EstB","BSU_08350"
"Q79F14",NA,"GO:0016298","Extracellular esterase EstB","BSU_08350"
"P42437",NA,"GO:0019354","Uroporphyrinogen-III C-methyltransferase","BSU_03280"
"P42437",NA,"GO:0004851","Uroporphyrinogen-III C-methyltransferase","BSU_03280"
"P42436",NA,"GO:0051537","Assimilatory nitrite reductase [NAD(P)H] small subunit","BSU_03290"
"P42423",NA,"GO:0022857","ABC transporter ATP-binding protein YxdL","BSU_39640"
"P42423",NA,"GO:0005886","ABC transporter ATP-binding protein YxdL","BSU_39640"
"P42423",NA,"GO:0055085","ABC transporter ATP-binding protein YxdL","BSU_39640"
"P42421",NA,"GO:0006355","Transcriptional regulatory protein YxdJ","BSU_39660"
"P42421",NA,"GO:0032993","Transcriptional regulatory protein YxdJ","BSU_39660"
"P42421",NA,"GO:0005829","Transcriptional regulatory protein YxdJ","BSU_39660"
"P42421",NA,"GO:0000976","Transcriptional regulatory protein YxdJ","BSU_39660"
"P42421",NA,"GO:0000156","Transcriptional regulatory protein YxdJ","BSU_39660"
"P42417",NA,"GO:0022857","Minor myo-inositol transporter IolF","BSU_39710"
"P42417",NA,"GO:0016020","Minor myo-inositol transporter IolF","BSU_39710"
"P42417",NA,"GO:0055085","Minor myo-inositol transporter IolF","BSU_39710"
"P42415",NA,"GO:0009099","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","BSU_39730"
"P42415",NA,"GO:0005948","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","BSU_39730"
"P42415",NA,"GO:0050660","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","BSU_39730"
"P42415",NA,"GO:0003984","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","BSU_39730"
"P42415",NA,"GO:0009097","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase","BSU_39730"
"P42405",NA,"GO:0019854","3-hexulose-6-phosphate synthase","BSU_03460"
"P42405",NA,"GO:0033982","3-hexulose-6-phosphate synthase","BSU_03460"
"P42403",NA,"GO:0008422","Aryl-phospho-beta-D-glucosidase BglC","BSU_03410"
"P42403",NA,"GO:0016052","Aryl-phospho-beta-D-glucosidase BglC","BSU_03410"
"P42403",NA,"GO:0005829","Aryl-phospho-beta-D-glucosidase BglC","BSU_03410"
"P42399",NA,"GO:0006865","Probable amino-acid ABC transporter permease protein YckA","BSU_03370"
"P42399",NA,"GO:0005886","Probable amino-acid ABC transporter permease protein YckA","BSU_03370"
"P42317",NA,"GO:0016616","Uncharacterized oxidoreductase YxjF","BSU_38970"
"P42317",NA,"GO:0030497","Uncharacterized oxidoreductase YxjF","BSU_38970"
"P42316",NA,"GO:0008410","Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit B","BSU_38980"
"P42313",NA,"GO:0008168","Putative 23S rRNA (guanine-N(1)-)-methyltransferase YxjB","BSU_39010"
"P42312",NA,"GO:0005337","Purine nucleoside transport protein NupG","BSU_39020"
"P42312",NA,"GO:1901642","Purine nucleoside transport protein NupG","BSU_39020"
"P42312",NA,"GO:0015293","Purine nucleoside transport protein NupG","BSU_39020"
"P42312",NA,"GO:0005886","Purine nucleoside transport protein NupG","BSU_39020"
"P42305","colocalizes_with","GO:0005840","ATP-dependent RNA helicase DbpA","BSU_39110"
"P42305",NA,"GO:0009409","ATP-dependent RNA helicase DbpA","BSU_39110"
"P42305",NA,"GO:0003724","ATP-dependent RNA helicase DbpA","BSU_39110"
"P42305",NA,"GO:0033592","ATP-dependent RNA helicase DbpA","BSU_39110"
"P42305",NA,"GO:0005829","ATP-dependent RNA helicase DbpA","BSU_39110"
"O08394",NA,"GO:0016491","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0050660","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0005829","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08394",NA,"GO:0010181","Bifunctional cytochrome P450/NADPH--P450 reductase 1","BSU_07250"
"O08336",NA,"GO:0010181","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0016491","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0005829","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08336",NA,"GO:0050660","Bifunctional cytochrome P450/NADPH--P450 reductase 2","BSU_27160"
"O08335",NA,"GO:0003700","HTH-type transcriptional repressor FatR","BSU_27170"
"O08335",NA,"GO:0006355","HTH-type transcriptional repressor FatR","BSU_27170"
"O08335",NA,"GO:0000976","HTH-type transcriptional repressor FatR","BSU_27170"
"O07598",NA,"GO:0016787","Putative amidohydrolase YhaA","BSU_10070"
"O07597",NA,"GO:0005829","D-alanine aminotransferase","BSU_09670"
"O07597",NA,"GO:0019752","D-alanine aminotransferase","BSU_09670"
"O07595",NA,"GO:0016575","NAD-dependent protein deacetylase","BSU_09650"
"O07595",NA,"GO:0004407","NAD-dependent protein deacetylase","BSU_09650"
"O07591",NA,"GO:1903424","Putative fluoride ion transporter CrcB 2","BSU_09610"
"O07591",NA,"GO:1903425","Putative fluoride ion transporter CrcB 2","BSU_09610"
"O07590",NA,"GO:1903424","Putative fluoride ion transporter CrcB 1","BSU_09600"
"O07590",NA,"GO:1903425","Putative fluoride ion transporter CrcB 1","BSU_09600"
"O07584",NA,"GO:0006654","1-acyl-sn-glycerol-3-phosphate acyltransferase","BSU_09540"
"O07584",NA,"GO:0003841","1-acyl-sn-glycerol-3-phosphate acyltransferase","BSU_09540"
"O07582",NA,"GO:0006355","ECF RNA polymerase sigma factor SigM","BSU_09520"
"O07582",NA,"GO:0016987","ECF RNA polymerase sigma factor SigM","BSU_09520"
"O07576",NA,"GO:0015171","Uncharacterized amino acid permease YhdG","BSU_09460"
"O07576",NA,"GO:0006865","Uncharacterized amino acid permease YhdG","BSU_09460"
"O07573",NA,"GO:0005829","HTH-type transcriptional regulator NsrR","BSU_09380"
"O07573",NA,"GO:0003700","HTH-type transcriptional regulator NsrR","BSU_09380"
"O07573",NA,"GO:0006355","HTH-type transcriptional regulator NsrR","BSU_09380"
"O07570",NA,"GO:0030288","Uncharacterized protein YhjP","BSU_10590"
"O07570",NA,"GO:1904680","Uncharacterized protein YhjP","BSU_10590"
"O07570",NA,"GO:0015833","Uncharacterized protein YhjP","BSU_10590"
"O07567",NA,"GO:0003700","NTD biosynthesis operon regulator NtdR","BSU_10560"
"O07567",NA,"GO:0006355","NTD biosynthesis operon regulator NtdR","BSU_10560"
"O07567",NA,"GO:0000976","NTD biosynthesis operon regulator NtdR","BSU_10560"
"O07566",NA,"GO:0030170","3-oxo-glucose-6-phosphate:glutamate aminotransferase","BSU_10550"
"O07566",NA,"GO:0000271","3-oxo-glucose-6-phosphate:glutamate aminotransferase","BSU_10550"
"O07566",NA,"GO:0008483","3-oxo-glucose-6-phosphate:glutamate aminotransferase","BSU_10550"
"O07565",NA,"GO:0000287","Kanosamine-6-phosphate phosphatase","BSU_10540"
"O07565",NA,"GO:0005829","Kanosamine-6-phosphate phosphatase","BSU_10540"
"O07565",NA,"GO:0016791","Kanosamine-6-phosphate phosphatase","BSU_10540"
"O07563",NA,"GO:0016020","Glucose/mannose transporter GlcP","BSU_10520"
"O07561",NA,"GO:0016491","Uncharacterized aromatic compound monooxygenase YhjG","BSU_10500"
"O07560",NA,"GO:0004252","Signal peptidase I V","BSU_10490"
"O07560",NA,"GO:0006465","Signal peptidase I V","BSU_10490"
"O07559",NA,"GO:0005886","Uncharacterized membrane protein YhjE","BSU_10480"
"O07556",NA,"GO:0022857","Uncharacterized symporter YhjB","BSU_10450"
"O07556",NA,"GO:0055085","Uncharacterized symporter YhjB","BSU_10450"
"O07550",NA,"GO:0055085","Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI","BSU_09710"
"O07550",NA,"GO:0042626","Probable multidrug resistance ABC transporter ATP-binding/permease protein YheI","BSU_09710"
"O07549",NA,"GO:0034040","Probable multidrug resistance ABC transporter ATP-binding/permease protein YheH","BSU_09720"
"O07549",NA,"GO:0055085","Probable multidrug resistance ABC transporter ATP-binding/permease protein YheH","BSU_09720"
"O07548",NA,"GO:0016646","Uncharacterized protein YheG","BSU_09730"
"O07539",NA,"GO:0005829","Stress response protein YhaX","BSU_09830"
"O07539",NA,"GO:0016791","Stress response protein YhaX","BSU_09830"
"O07539",NA,"GO:0000287","Stress response protein YhaX","BSU_09830"
"O07532",NA,"GO:0008932","Peptidoglycan endopeptidase LytF","BSU_09370"
"O07529",NA,"GO:0010181","FMN-dependent NADPH-azoreductase","BSU_09340"
"O07529",NA,"GO:0005829","FMN-dependent NADPH-azoreductase","BSU_09340"
"O07523",NA,"GO:0005886","Uncharacterized protein YhaP","BSU_09900"
"O07522",NA,"GO:0004529","Uncharacterized metallophosphoesterase YhaO","BSU_09910"
"O07522",NA,"GO:0006281","Uncharacterized metallophosphoesterase YhaO","BSU_09910"
"O07522",NA,"GO:0003677","Uncharacterized metallophosphoesterase YhaO","BSU_09910"
"O07521",NA,"GO:0031125","3'-5' exoribonuclease YhaM","BSU_09930"
"O07513",NA,"GO:0009117","Protein hit","BSU_10030"
"O07509",NA,"GO:0005829","Glutamate 5-kinase 2","BSU_18470"
"O07509",NA,"GO:0006561","Glutamate 5-kinase 2","BSU_18470"
"O07509",NA,"GO:0004349","Glutamate 5-kinase 2","BSU_18470"
"O07942",NA,"GO:1903785","Branched-chain amino acid transport protein AzlC","BSU_26710"
"O07937",NA,"GO:0046503","Uncharacterized hydrolase YraK","BSU_26910"
"O07937",NA,"GO:0004806","Uncharacterized hydrolase YraK","BSU_26910"
"O07920",NA,"GO:0043200","Transcriptional regulator AzlB","BSU_26720"
"O07920",NA,"GO:0043565","Transcriptional regulator AzlB","BSU_26720"
"O07920",NA,"GO:0005829","Transcriptional regulator AzlB","BSU_26720"
"O07906",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YraN","BSU_26870"
"O07906",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YraN","BSU_26870"
"O07639",NA,"GO:0008360","Probable peptidoglycan glycosyltransferase FtsW","BSU_14850"
"O07639",NA,"GO:0015648","Probable peptidoglycan glycosyltransferase FtsW","BSU_14850"
"O07639",NA,"GO:0051301","Probable peptidoglycan glycosyltransferase FtsW","BSU_14850"
"O07639",NA,"GO:0032153","Probable peptidoglycan glycosyltransferase FtsW","BSU_14850"
"O07637",NA,"GO:0006543","Glutaminase 2","BSU_14830"
"O07637",NA,"GO:0006537","Glutaminase 2","BSU_14830"
"O07637",NA,"GO:0004359","Glutaminase 2","BSU_14830"
"O07635",NA,"GO:0005524","Uncharacterized protein YlaK","BSU_14810"
"O07635",NA,"GO:0005829","Uncharacterized protein YlaK","BSU_14810"
"O07631",NA,"GO:0005829","50S ribosomal subunit assembly factor BipA","BSU_14770"
"O07631",NA,"GO:0003924","50S ribosomal subunit assembly factor BipA","BSU_14770"
"O07631",NA,"GO:1990904","50S ribosomal subunit assembly factor BipA","BSU_14770"
"O07627",NA,"GO:0006355","RNA polymerase sigma factor YlaC","BSU_14730"
"O07627",NA,"GO:0016987","RNA polymerase sigma factor YlaC","BSU_14730"
"O07622",NA,"GO:0005737","Putative Rieske 2Fe-2S iron-sulfur protein YhfW","BSU_10390"
"O07622",NA,"GO:0016491","Putative Rieske 2Fe-2S iron-sulfur protein YhfW","BSU_10390"
"O07619",NA,"GO:0031956","Uncharacterized acyl--CoA ligase YhfT","BSU_10360"
"O07619",NA,"GO:0006631","Uncharacterized acyl--CoA ligase YhfT","BSU_10360"
"O07618",NA,"GO:0006635","Putative acetyl-CoA C-acetyltransferase YhfS","BSU_10350"
"O07618",NA,"GO:0010124","Putative acetyl-CoA C-acetyltransferase YhfS","BSU_10350"
"O07618",NA,"GO:0003988","Putative acetyl-CoA C-acetyltransferase YhfS","BSU_10350"
"O07617",NA,"GO:0005737","Uncharacterized phosphatase PhoE","BSU_10340"
"O07617",NA,"GO:0016791","Uncharacterized phosphatase PhoE","BSU_10340"
"O07615",NA,"GO:0043957","Putative quinone oxidoreductase YhfP","BSU_10320"
"O07614",NA,"GO:0016747","Uncharacterized N-acetyltransferase YhfO","BSU_10310"
"O07608",NA,"GO:0017118","Lipoate-protein ligase LplJ","BSU_10250"
"O07608",NA,"GO:0016979","Lipoate-protein ligase LplJ","BSU_10250"
"O07608",NA,"GO:0005737","Lipoate-protein ligase LplJ","BSU_10250"
"O07608",NA,"GO:0009249","Lipoate-protein ligase LplJ","BSU_10250"
"O07607",NA,"GO:0042781","Probable metallo-hydrolase YhfI","BSU_10240"
"O07605",NA,"GO:0006835","Proton/sodium-glutamate symport protein","BSU_10220"
"O07605",NA,"GO:0005886","Proton/sodium-glutamate symport protein","BSU_10220"
"O07605",NA,"GO:0022857","Proton/sodium-glutamate symport protein","BSU_10220"
"O07600",NA,"GO:0044550","3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2","BSU_10170"
"P96707",NA,"GO:0016491","Putative NAD(P)H nitroreductase YdgI","BSU_05660"
"P12879",NA,"GO:0003735","30S ribosomal protein S8","BSU_01300"
"P12879",NA,"GO:0022627","30S ribosomal protein S8","BSU_01300"
"P12878",NA,"GO:0003735","30S ribosomal protein S14","BSU_01290"
"P12878",NA,"GO:0006412","30S ribosomal protein S14","BSU_01290"
"P12878",NA,"GO:0015935","30S ribosomal protein S14","BSU_01290"
"P12877",NA,"GO:0003723","50S ribosomal protein L5","BSU_01280"
"P12877",NA,"GO:0003735","50S ribosomal protein L5","BSU_01280"
"P12877",NA,"GO:0022625","50S ribosomal protein L5","BSU_01280"
"P12875",NA,"GO:0070180","50S ribosomal protein L14","BSU_01260"
"P12875",NA,"GO:0003735","50S ribosomal protein L14","BSU_01260"
"P12875",NA,"GO:0022625","50S ribosomal protein L14","BSU_01260"
"P12873",NA,"GO:0022625","50S ribosomal protein L29","BSU_01240"
"P13242",NA,"GO:0005829","CTP synthase","BSU_37150"
"P13242",NA,"GO:0003883","CTP synthase","BSU_37150"
"P13242",NA,"GO:0019856","CTP synthase","BSU_37150"
"P13242",NA,"GO:0042802","CTP synthase","BSU_37150"
"P13242",NA,"GO:0006241","CTP synthase","BSU_37150"
"P13484",NA,"GO:0016757","Poly(glycerol-phosphate) alpha-glucosyltransferase","BSU_35730"
"P13792",NA,"GO:0000156","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","BSU_29110"
"P13792",NA,"GO:0032993","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","BSU_29110"
"P13792",NA,"GO:0006355","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","BSU_29110"
"P13792",NA,"GO:0005829","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","BSU_29110"
"P13792",NA,"GO:0000976","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","BSU_29110"
"P13714",NA,"GO:0006090","L-lactate dehydrogenase","BSU_03050"
"P13714",NA,"GO:0004459","L-lactate dehydrogenase","BSU_03050"
"P13714",NA,"GO:0006089","L-lactate dehydrogenase","BSU_03050"
"P14951",NA,"GO:0006974","UvrABC system protein C","BSU_28490"
"P14951",NA,"GO:0009380","UvrABC system protein C","BSU_28490"
"P14949",NA,"GO:0005829","Thioredoxin","BSU_28500"
"P14949",NA,"GO:0015035","Thioredoxin","BSU_28500"
"P14949",NA,"GO:0045454","Thioredoxin","BSU_28500"
"P14949",NA,"GO:0005737","Thioredoxin","BSU_28500"
"P96603",NA,"GO:0015138","C4-dicarboxylate transport protein","BSU_04470"
"P96603",NA,"GO:0070778","C4-dicarboxylate transport protein","BSU_04470"
"P96603",NA,"GO:0015141","C4-dicarboxylate transport protein","BSU_04470"
"P96603",NA,"GO:0005886","C4-dicarboxylate transport protein","BSU_04470"
"P96603",NA,"GO:0015366","C4-dicarboxylate transport protein","BSU_04470"
"P96610",NA,"GO:0016020","Uncharacterized transporter YdbO","BSU_04540"
"P96610",NA,"GO:0008324","Uncharacterized transporter YdbO","BSU_04540"
"P96625",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YdcH","BSU_04770"
"P96625",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YdcH","BSU_04770"
"P96676",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YdeS","BSU_05320"
"P96676",NA,"GO:0003700","Uncharacterized HTH-type transcriptional regulator YdeS","BSU_05320"
"P96676",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YdeS","BSU_05320"
"Q9JMQ1",NA,"GO:0000976","Probable HTH-type transcriptional repressor ExuR","BSU_12370"
"Q9JMQ1",NA,"GO:0003700","Probable HTH-type transcriptional repressor ExuR","BSU_12370"
"Q9JMQ1",NA,"GO:0006355","Probable HTH-type transcriptional repressor ExuR","BSU_12370"
"P52035",NA,"GO:0034599","Glutathione peroxidase homolog BsaA","BSU_21900"
"P52999",NA,"GO:0015940","Aspartate 1-decarboxylase","BSU_22410"
"P52999",NA,"GO:0006523","Aspartate 1-decarboxylase","BSU_22410"
"P52999",NA,"GO:0004068","Aspartate 1-decarboxylase","BSU_22410"
"P52999",NA,"GO:0005829","Aspartate 1-decarboxylase","BSU_22410"
"P52998",NA,"GO:0004592","Pantothenate synthetase","BSU_22420"
"P52998",NA,"GO:0005829","Pantothenate synthetase","BSU_22420"
"P52998",NA,"GO:0015940","Pantothenate synthetase","BSU_22420"
"P52996",NA,"GO:0000287","3-methyl-2-oxobutanoate hydroxymethyltransferase","BSU_22430"
"P52996",NA,"GO:0005737","3-methyl-2-oxobutanoate hydroxymethyltransferase","BSU_22430"
"P52996",NA,"GO:0015940","3-methyl-2-oxobutanoate hydroxymethyltransferase","BSU_22430"
"P52996",NA,"GO:0003864","3-methyl-2-oxobutanoate hydroxymethyltransferase","BSU_22430"
"P12048",NA,"GO:0004643","Bifunctional purine biosynthesis protein PurH","BSU_06520"
