From	Entry	Entry Name	Protein names	Gene Names	Gene Names (synonym)	PubMed ID
F1QK60	F1QK60	F1QK60_DANRE	Keratin 4	cb59 etID20321.6 krt8 wu:fa91a11 wu:fd19e09 wu:fl23c09 zf-K8 krt4	etID20321.6 krt8 wu:fa91a11 wu:fd19e09 wu:fl23c09 zf-K8	9377174; 9119115; 10440850; 11836785; 12190990; 23594743; 29524434; 29615465; 30377172; 30551672; 29700225
A7BJ43	A7BJ43	A7BJ43_DANRE	MAPK-activated protein kinase 2b (Ser/Thr protein kinase)	mapkapk2b		23594743; 26469318
F1RET2	F1RET2	SMYD5_DANRE	Histone-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.372) (SET and MYND domain-containing protein 5) ([histone H4]-lysine20 N-trimethyltransferase SMYD5)	smyd5		23594743; 18231586; 27377701
Q8AXX6	Q8AXX6	Q8AXX6_DANRE	Serine/threonine protein phosphatase 2A regulatory subunit	ppp2r5e2 wdb1 zgc:85613 ppp2r5ea	wdb1 zgc:85613	12091318; 23594743; 26469318; 28252024
F1RDZ9	F1RDZ9	F1RDZ9_DANRE	deleted			
Q75XT1	Q75XT1	Q75XT1_DANRE	Acetylcholine receptor subunit delta	wu:fa01e01 zgc:110469 chrnd	zgc:110469	12880634; 15201319; 16245342; 16109975; 18694773; 23594743; 27189481; 26585318; 30089266; 30700248; 30462579
F1RDZ1	F1RDZ1	F1RDZ1_DANRE	deleted			
Q7ZUI3	Q7ZUI3	Q7ZUI3_DANRE	Tetratricopeptide repeat domain 9C (Tetratricopeptide repeat protein 9C) (Zgc:56497)	zgc:56497 im:7142077 ttc9c	im:7142077	23594743; 26469318; 25860617; 28252024
Q7ZVK2	Q7ZVK2	Q7ZVK2_DANRE	Ubiquitin-conjugating enzyme E2 G1 (EC 6.3.2.19) (Ubiquitin-conjugating enzyme E2G 1a (UBC7 homolog, yeast)) (Ubiquitin-conjugating enzyme E2G 2)	ube2g2 ube2g1 wu:fi33c04 zgc:55974 ube2g1a	ube2g1 wu:fi33c04 zgc:55974	23594743; 27189481; 28603526; 30061596
Q503B6	Q503B6	Q503B6_DANRE	GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras)	hrasl zgc:110734 hrasb	zgc:110734	19500364; 19132118; 19470611; 21158563; 23594743; 26469318; 27189481; 28252024
Q6ZM78	Q6ZM78	Q6ZM78_DANRE	Splicing factor 3B subunit 5 (SF3b5)	si:ch211-8a9.5 zgc:92874 sf3b5	zgc:92874	15256591; 23594743; 26469318; 27189481
A9C458	A9C458	A9C458_DANRE	Phospholipase A2 (EC 3.1.1.4)	pla2g1b		19056761; 20571107; 23760954; 23594743; 25603810; 26469318; 25938946
F1RDU2	F1RDU2	F1RDU2_DANRE	glutaminase (EC 3.5.1.2)	glsb		23594743
Q6PCS7	Q6PCS7	Q6PCS7_DANRE	5'-AMP-activated protein kinase subunit gamma-1	wu:fa94d09 wu:fd12h04 zgc:63896 prkag1	wu:fd12h04 zgc:63896	16109975; 23594743; 26469318
F1RDS4	F1RDS4	F1RDS4_DANRE	deleted			
Q7ZVM5	Q7ZVM5	Q7ZVM5_DANRE	Tubulin gamma chain	tubgl zgc:55894 tubg1	zgc:55894	15256591; 18243062; 23594743; 26469318; 27189481; 28252024; 30426927
Q6P6Y4	Q6P6Y4	Q6P6Y4_DANRE	RAB guanine nucleotide exchange factor (GEF) 1 (Rab5 GDP/GTP exchange factor) (Zgc:65944)	zgc:65944 rabgef1		15520368; 19393641; 23594743; 26159098; 26469318; 27189481
F1RD51	F1RD51	F1RD51_DANRE	deleted			
A0A0R4IQH8	Q7ZYX4	Q7ZYX4_DANRE	Chaperonin-containing TCP1, subunit 6A (zeta 1) (T-complex protein 1 subunit zeta)	fa95c01 wu:fa95c01 cct6a	wu:fa95c01	16132083; 23594743; 26469318; 28252024
Q7ZYX4	Q7ZYX4	Q7ZYX4_DANRE	Chaperonin-containing TCP1, subunit 6A (zeta 1) (T-complex protein 1 subunit zeta)	fa95c01 wu:fa95c01 cct6a	wu:fa95c01	16132083; 23594743; 26469318; 28252024
Q502A2	Q502A2	Q502A2_DANRE	Ribonuclease P 14 subunit (Ribonuclease P protein subunit p14 (EC 3.1.26.5)) (Ribonuclease P/MRP 14 subunit) (Rpp14 protein)	zgc:112373 im:7138188 si:dkey-102c8.9 rpp14	im:7138188 si:dkey-102c8.9	16998185; 20160088; 23594743; 26469318
Q1L8F5	Q1L8F5	Q1L8F5_DANRE	deleted			
F1REH9	A0A8M3AXD6	A0A8M3AXD6_DANRE	Rho/rac guanine nucleotide exchange factor (GEF) 18a	arhgef18 wu:fc21e04 wu:fj05f11 zgc:85686 arhgef18a	wu:fc21e04 wu:fj05f11 zgc:85686	23594743
F1REH8	F1REH8	F1REH8_DANRE	deleted			
Q8JIG3	Q8JIG3	Q8JIG3_DANRE	BHLH-PAS transcription factor (Circadian clock protein PASD1) (Neuronal PAS domain protein 2)	zfCLOCK2 clock2 zfClock2 npas2	clock2 zfClock2	15657039; 16176122; 17785416; 19147662; 19449054; 23594743; 26950095; 27870848; 28219785; 28832322; 28687631
Q6DC04	Q6DC04	CARM1_DANRE	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	carm1 si:dkey-204f11.63 zgc:100805		23594743
O57586	Q9PUQ1	ETV4_DANRE	ETS translocation variant 4 (Polyomavirus enhancer activator 3 homolog) (Protein PEA3)	etv4 pea3	pea3	9671318; 10534622; 11413000; 11520667
Q9PUQ1	Q9PUQ1	ETV4_DANRE	ETS translocation variant 4 (Polyomavirus enhancer activator 3 homolog) (Protein PEA3)	etv4 pea3	pea3	9671318; 10534622; 11413000; 11520667
F1R0S3	F1R0S3	F1R0S3_DANRE	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase (EC 2.4.1.141)	zgc:92907		12477932; 21873635; 23594743; 26469318
B0R1B8	B0R1B8	B0R1B8_DANRE	deleted			
A0A0R4IGP2	A0A0R4IGP2	A0A0R4IGP2_DANRE	deleted			
F1R0E4	F1R0E4	F1R0E4_DANRE	deleted			
Q6PBW5	Q6PBW5	RP65A_DANRE	Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinylester 11-cis isomerohydrolase A) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein homolog A) (RPE56a)	rpe65a rpepa	rpepa	17868371; 23594743
F1RBK0	F1RBK0	F1RBK0_DANRE	deleted			
A5PLC6	A5PLC6	A5PLC6_DANRE	BAG family molecular chaperone regulator 1	si:dkey-216e9.4 im:7148830 bag1	im:7148830	23594743; 25313964; 24683187; 26015096; 26469318; 28252024
Q6TNU6	Q6TNU6	Q6TNU6_DANRE	deleted			
Q7T3C6	Q7T3C6	CPSF5_DANRE	Cleavage and polyadenylation specificity factor subunit 5 (Nudix hydrolase 21)	nudt21 cpsf5	cpsf5	
Q5PRB3	Q5PRB3	PIHD2_DANRE	PIH1 domain-containing protein 2	pih1d2 zgc:101725		
Q1L9C6	Q1L9C6	Q1L9C6_DANRE	deleted			
A2CF04	Q66I42	Q66I42_DANRE	Moesin (Membrane-organizing extension spike protein)	rdx cb567 wu:fb14b03 zgc:85640 msna	cb567 wu:fb14b03 zgc:85640	14983055; 16412219; 17993262; 19240133; 20736288; 23594743; 25869932; 27158029; 27634568; 28928284; 28252024
Q66I42	Q66I42	Q66I42_DANRE	Moesin (Membrane-organizing extension spike protein)	rdx cb567 wu:fb14b03 zgc:85640 msna	cb567 wu:fb14b03 zgc:85640	14983055; 16412219; 17993262; 19240133; 20736288; 23594743; 25869932; 27158029; 27634568; 28928284; 28252024
Q6PHK4	Q6PHK4	Q6PHK4_DANRE	Alanine--glyoxylate aminotransferase (AGT) (SPT) (EC 2.6.1.44) (EC 2.6.1.51) (Serine--pyruvate aminotransferase)	agxt wu:fb57d01 zgc:65930 agxtb	wu:fb57d01 zgc:65930	15520368; 16109975; 18618001; 23594743; 24223173; 25756310; 26469318; 27189481; 28242321
Q6P3G9	Q6P3G9	Q6P3G9_DANRE	Endoplasmic reticulum protein 44 (Endoplasmic reticulum resident protein 44) (Thioredoxin domain containing 4 (Endoplasmic reticulum))	txndc4 zgc:77883 erp44	zgc:77883	23014190; 23594743; 25332179; 25975375; 26469318; 27189481; 28252024
F1RA12	F1RA12	F1RA12_DANRE	deleted			
Q6DC81	Q6DC81	Q6DC81_DANRE	Nuclear transport factor 2 (NTF-2)	nutf2 cb177 wu:fb07g06 zgc:101013 nutf2l	cb177 wu:fb07g06 zgc:101013	23594743; 26469318; 27189481; 30174136
B8JMZ3	B8JMZ3	B8JMZ3_DANRE	Dpy-30 histone methyltransferase complex regulatory subunit (Protein dpy-30 homolog)	zgc:92638 dpy30		23594743; 25139354; 25503746; 26469318; 27189481; 30458291
F1RBF9	F1RBF9	F1RBF9_DANRE	deleted			
F1RBF5	F1RBF5	F1RBF5_DANRE	deleted			
Q6GMK8	Q6GMK8	GMPAA_DANRE	Mannose-1-phosphate guanyltransferase alpha-A (EC 2.7.7.13) (GDP-mannose pyrophosphorylase A-A) (GTP-mannose-1-phosphate guanylyltransferase subunit alpha-A)	gmppaa zgc:91853		
Q9PTF9	Q9PTF9	Q9PTF9_DANRE	Bone morphogenetic protein 7 (Bone morphogenetic protein 7a precursor)	Bmp7 bmp7 fb83f09 wu:fb83f09 bmp7a	bmp7 fb83f09 wu:fb83f09	9334285; 9676195; 10595509; 10603351; 11133157; 11222140; 23594743; 29514088; 29158440; 30157643; 29202482; 30837221
F1RBC9	F1RBC9	F1RBC9_DANRE	deleted			
A0A0R4IDD5	A0A0R4IDD5	A0A0R4IDD5_DANRE	deleted			
F1R9Y9	F1R9Y9	F1R9Y9_DANRE	deleted			
Q32LV4	Q5TYW6	RSPH9_DANRE	Radial spoke head protein 9 homolog	rsph9 si:ch211-117l16.2 zgc:123211		23594743; 19200523; 27687975
Q5TYW6	Q5TYW6	RSPH9_DANRE	Radial spoke head protein 9 homolog	rsph9 si:ch211-117l16.2 zgc:123211		23594743; 19200523; 27687975
F1R9Y8	A0A8M2BDG6	A0A8M2BDG6_DANRE	Vigilin	HBP cb591 cb811 hdlbp wu:fb36d01 wu:fb94h08 wu:fc23d06 wu:fc75h07 hdlbpa	cb591 cb811 hdlbp wu:fb36d01 wu:fb94h08 wu:fc23d06 wu:fc75h07	23594743
F1R9Y1	F1R9Y1	F1R9Y1_DANRE	Collagen alpha-1(XIV) chain isoform X2 (Collagen, type XIV, alpha 1a)	col14a1a		23594743
Q6DH55	Q6DH55	Q6DH55_DANRE	Guanine nucleotide binding protein (G protein), beta polypeptide 3, like (Guanine nucleotide-binding protein (G protein), beta polypeptide 3a) (Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3) (Novel protein similar to guanine nucleotide binding protein (G protein) beta polypeptide family)	zgc:92641 gnb3l gnb3a CH211-69G19.3-001	gnb3l	19500364; 19786091; 22096073; 22814267; 23594743; 24924194; 28252024; 28378834; 29807993; 30863400; 30695021
Q90VV9	Q90VV9	Q90VV9_DANRE	Insulin-like growth factor 1 (Insulin-like growth factor I precursor) (Insulin-like growth factor IL)	IGF-1L IGF-1 IGF-1a IGF-I igf1	IGF-1 IGF-1a IGF-I	11368902; 15042708; 15602699; 15797461; 15618288; 15644436; 23594743; 30336646; 30497028; 30703632; 30393112; 30639211
Q6DRD3	Q6DRD3	DPOLB_DANRE	DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18)	polb		15256591
Q5U3J8	Q5U3J8	LTV1_DANRE	Protein LTV1 homolog	ltv1 zgc:103432		15256591; 34692673
Q6DRP7	Q5U3J8	LTV1_DANRE	Protein LTV1 homolog	ltv1 zgc:103432		15256591; 34692673
F6PB05	F6PB05	F6PB05_DANRE	F-box and WD repeat domain-containing 11-B	fbxw11b		23594743
F1RBA7	F1RBA7	F1RBA7_DANRE	deleted			
F1RBA3	F1RBA3	F1RBA3_DANRE	deleted			
Q7SXT1	Q7SXT1	Q7SXT1_DANRE	Tartrate-resistant acid phosphatase type 5 (EC 3.1.3.2)	TRAP acp5 sb:cb576 wu:fb19f01 wu:fb30b03 wu:fi14e01 wu:fj66f03 zgc:63825 acp5a	acp5 sb:cb576 wu:fb19f01 wu:fb30b03 wu:fi14e01 wu:fj66f03 zgc:63825	16109975; 16999953; 16458082; 17703193; 17068775; 23594743; 26903503; 28502661; 28756106; 29635908; 29904357
Q6GMI5	Q6GMI5	Q6GMI5_DANRE	Biglycan	bgn zgc:91989 bgna	zgc:91989	20802085; 20935258; 22869369; 23594743; 24218366; 26469318
B0R066	B0R066	B0R066_DANRE	deleted			
Q6PHI8	Q6PHI8	Q6PHI8_DANRE	transketolase (EC 2.2.1.1)	TKT cb860 fb38f03 fj52f12 id:ibd3270 tkt wu:cegs2794 wu:fb38f03 wu:fj52f12 tktb	cb860 fb38f03 fj52f12 id:ibd3270 tkt wu:cegs2794 wu:fb38f03 wu:fj52f12	12914936; 15520368; 16109975; 18258299; 19936306; 20528263; 23594743; 26499117; 26469318; 28252024; 30061596
Q91428	Q91428	GATA3_DANRE	Transcription factor GATA-3 (GATA-binding factor 3)	gata3 gta3	gta3	7547465; 23594743
Q5XJS8	Q5XJS8	Q5XJS8_DANRE	3-hydroxyacyl-CoA dehydrogenase type-2 (Hsd17b10 protein) (Hydroxysteroid (17-beta) dehydrogenase 10)	hadh2 im:6899159 wu:fj61f03 zgc:101605 hsd17b10	im:6899159 wu:fj61f03 zgc:101605	16109975; 23594743; 26469318; 27156127; 28252024
Q6IYD1	Q6IYD1	Q6IYD1_DANRE	Dragon (RGM domain family member B precursor) (Repulsive guidance molecule BMP co-receptor b)	rgmb		14985445; 17593421; 21283739; 23594743; 24204288; 26190107
Q6GQN6	Q6GQN6	Q6GQN6_DANRE	3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acaa1 protein) (Acetyl-CoA acyltransferase 1) (Acetyl-Coenzyme A acyltransferase 1)	zgc:92385 acaa1		16631158; 16456712; 17997003; 21052758; 22302940; 23594743; 23457027; 26499117; 26469318; 27189481; 28252024
Q9W6S8	Q9W6S8	SMN1_DANRE	Survival motor neuron protein 1	smn1 smn	smn	10196366; 18307296; 23063131; 29061699
F1RAD9	F1RAD9	F1RAD9_DANRE	deleted			
Q5TYU0	Q5TYU0	Q5TYU0_DANRE	deleted			
F1R9S5	F1R9S5	F1R9S5_DANRE	deleted			
F1RBN7	F1RBN7	F1RBN7_DANRE	deleted			
Q642H5	Q642H5	Q642H5_DANRE	Protein phosphatase 2 (Formerly 2A), regulatory subunit A, beta isoform (Protein phosphatase 2, regulatory subunit A, beta b) (Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (EC 3.1.3.16))	ppp2r1b ik:tdsubc_2h3 tdsubc_2h3 wu:fa11a11 wu:fb38a08 xx:tdsubc_2h3 zgc:92493 ppp2r1bb	ik:tdsubc_2h3 tdsubc_2h3 wu:fa11a11 wu:fb38a08 xx:tdsubc_2h3 zgc:92493	16412219; 18339436; 21172653; 23594743; 26469318; 28252024
F1RB17	F1RB17	F1RB17_DANRE	deleted			
L0N8L8	L0N8L8	L0N8L8_DANRE	Cytokine-inducible SH2-containing protein	cish.b socs8 zgc:175109 cishb	socs8 zgc:175109	23594743; 24835394
E7FCS3	E7FCS3	E7FCS3_DANRE	deleted			
Q6IQM3	Q6IQM3	Q6IQM3_DANRE	Ribonuclease P 40 subunit like (Ribonuclease P protein subunit p40 (EC 3.1.26.5)) (Ribonuclease P/MRP 40 subunit)	rpp40l zgc:86704 rpp40	zgc:86704	16998185; 23594743; 26469318; 27189481
B0UXL7	B0UXL7	FEN1B_DANRE	Probable flap endonuclease 1 homolog (FEN-1 homolog) (EC 3.1.-.-) (Flap structure-specific endonuclease 1 homolog)	si:dkeyp-13a3.3 zgc:110269		23594743
Q568J1	B0UXL7	FEN1B_DANRE	Probable flap endonuclease 1 homolog (FEN-1 homolog) (EC 3.1.-.-) (Flap structure-specific endonuclease 1 homolog)	si:dkeyp-13a3.3 zgc:110269		23594743
Q6TGW9	Q6TGW9	Q6TGW9_DANRE	Endonuclease 8-like 1 (EC 4.2.99.18) (Nei endonuclease VIII-like 1) (Nei-like DNA glycosylase 1)	NEIL1 zgc:56361 neil1	zgc:56361	15520368; 20830285; 23594743; 26469318; 29751158; 30318355
Q6NV35	Q6NV35	Q6NV35_DANRE	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	cb1049 fe36e11 wu:fe36e11 gclc	fe36e11 wu:fe36e11	15302408; 18299140; 19001094; 19233942; 19116768; 23594743; 30413070; 30758177; 30453236; 30594530; 30718751
Q7ZV55	Q7ZV55	EIF3I_DANRE	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (eIF-3-beta) (eIF3 p36)	eif3i eif3s2	eif3s2	
Q7SXM0	Q7SXM0	HDAC8_DANRE	Histone deacetylase 8 (HD8) (EC 3.5.1.98) (Protein deacetylase HDAC8) (EC 3.5.1.-) (Protein decrotonylase HDAC8) (EC 3.5.1.-)	hdac8		
Q7ZTX2	Q7ZTX2	Q7ZTX2_DANRE	WD repeat domain 5 (WD repeat-containing protein 5) (Wdr5 protein)	wu:fk47f04 zgc:56591 zgc:76895 wdr5	zgc:56591 zgc:76895	16109975; 20102740; 24240475; 23594743; 26469318; 27189481; 26611831; 30458291; 30944473
F1R9I6	F1R9I6	F1R9I6_DANRE	deleted			
F1R9I0	F1R9I0	F1R9I0_DANRE	deleted			
Q5RFV4	Q5RFV4	R1441_DANRE	Probable E3 ubiquitin-protein ligase RNF144A-A (EC 2.3.2.31) (RING finger protein 144A-A)	rnf144aa si:ch211-276e8.1		23594743
Q7ZVC4	Q7ZVC4	CHM4B_DANRE	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b)	chmp4b zgc:56112		
Q6ZM81	Q8JH29	Q8JH29_DANRE	Angiotensinogen (Serpin A8)	wu:fb62f06 wu:fj87b02 zgc:111892 agt	wu:fj87b02 zgc:111892	16631158; 19450519; 19200601; 20353558; 20851470; 23594743; 24926785; 26469318; 27189481; 27289203; 27068748
Q8JH29	Q8JH29	Q8JH29_DANRE	Angiotensinogen (Serpin A8)	wu:fb62f06 wu:fj87b02 zgc:111892 agt	wu:fj87b02 zgc:111892	16631158; 19450519; 19200601; 20353558; 20851470; 23594743; 24926785; 26469318; 27189481; 27289203; 27068748
Q9DDE4	Q9DDE4	Q9DDE4_DANRE	Somatostatin (Somatostatin 2 precursor)	som PPSS2 smst SSII sst sst2	PPSS2 smst SSII sst	10495291; 12049777; 15031114; 15591018; 16055112; 16099813; 23594743; 28327131; 28508335; 28132765; 29277029; 29274062
A0A0R4ILW9	A0A0R4ILW9	A0A0R4ILW9_DANRE	deleted			
Q6AZ98	Q6AZ98	Q6AZ98_DANRE	deleted			
B0V3R7	B0V3R7	B0V3R7_DANRE	Heparin cofactor 2 isoform X1 (Serpin peptidase inhibitor, clade D (heparin cofactor), member 1)	HCII serpind1		23594743
B0UYB6	B0UYB6	B0UYB6_DANRE	Metabolism of cobalamin associated D (Methylmalonic aciduria and homocystinuria type D protein, mitochondrial)	My011 mmadhc zgc:91819 mmadhcb	mmadhc zgc:91819	15520368; 16466575; 23594743; 26469318; 27189481
Q1LV99	Q7ZVF3	SDHA_DANRE	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	sdha si:dkeyp-84f11.2		23594743
Q7ZVF3	Q7ZVF3	SDHA_DANRE	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	sdha si:dkeyp-84f11.2		23594743
E7F568	E7F568	COBL_DANRE	Protein cordon-bleu	cobl		23594743; 23203810; 21129373
I1X3U9	E7F568	COBL_DANRE	Protein cordon-bleu	cobl		23594743; 23203810; 21129373
Q15JE7	Q15JE7	Q15JE7_DANRE	Opticin	dspg3 optcl wu:fb81a05 zgc:101047 optc	optcl wu:fb81a05 zgc:101047	16109975; 16458084; 20802085; 20935258; 23594743; 23990987; 27754889; 27189481
F6P2R0	F6P2R0	F6P2R0_DANRE	Polyhomeotic homolog 2b (Drosophila) (Polyhomeotic-like 2)	PHC2 zgc:56685 phc2b	zgc:56685	18629171; 21195142; 23946537; 23594743; 26469318
Q5SPA3	Q5SPA3	Q5SPA3_DANRE	deleted			
Q6P032	Q6P032	Q6P032_DANRE	Cation-dependent mannose-6-phosphate receptor precursor (MPR46) (Mannose-6-phosphate receptor (cation-dependent))	MPR46 wu:fj81h11 zgc:77757 m6pr	wu:fj81h11 zgc:77757	16362416; 16411117; 23594743; 26469318; 28252024
O73679	Q98UK5	MAFB_DANRE	Transcription factor MafB (Maf-B) (Transcription factor Val) (Valentino)	mafb mafba val	mafba val	9425134; 11134968; 9012518
Q98UK5	Q98UK5	MAFB_DANRE	Transcription factor MafB (Maf-B) (Transcription factor Val) (Valentino)	mafb mafba val	mafba val	9425134; 11134968; 9012518
F1QZK8	Q9I9B4	Q9I9B4_DANRE	Pbxy homeodomain protein (Pre-B-cell leukemia homeobox 2)	pbxy wu:fb73g03 pbx2	wu:fb73g03	11120825; 10983974; 12431378; 17634100; 17055577; 22077099; 23594743; 24480644; 24449840; 26469318; 30355621
Q9I9B4	Q9I9B4	Q9I9B4_DANRE	Pbxy homeodomain protein (Pre-B-cell leukemia homeobox 2)	pbxy wu:fb73g03 pbx2	wu:fb73g03	11120825; 10983974; 12431378; 17634100; 17055577; 22077099; 23594743; 24480644; 24449840; 26469318; 30355621
B8A663	Q6IQE5	GET3_DANRE	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase)	get3 asna1 si:dkey-121b10.2 zgc:86799	asna1	23594743; 18307296; 31461301
Q6IQE5	Q6IQE5	GET3_DANRE	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase)	get3 asna1 si:dkey-121b10.2 zgc:86799	asna1	23594743; 18307296; 31461301
B0VEQ2	B0VEQ2	B0VEQ2_DANRE	Tetraspanin	tm4sf2b wu:fb53h11 zgc:92829 tspan7b	wu:fb53h11 zgc:92829	16109975; 22286130; 23594743; 26469318; 27189481; 28252024
Q6DI31	Q6DI31	Q6DI31_DANRE	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220)	zgc:86657 trmt61a		23594743; 26469318; 27189481
Q9I8U7	Q9I8U7	Q9I8U7_DANRE	Fast skeletal muscle myosin light polypeptide 3 (Mylz3 protein) (Myosin, light polypeptide 3, skeletal muscle)	zgc:109832 mylz3		11002340; 12207891; 16169945; 18343897; 20039754; 20694827; 23594743; 24092878; 24611545; 25583992; 26046835; 27189481
F1QYL2	F1QYL2	F1QYL2_DANRE	deleted			
Q6DI32	Q6DI32	Q6DI32_DANRE	deleted			
F1QYH9	F1QYH9	F1QYH9_DANRE	Solute carrier family 2, facilitated glucose transporter member 1-like	LOC100334818		23594743
Q52WY8	Q52WY8	Q52WY8_DANRE	deleted			
F1QYH3	F1QYH3	F1QYH3_DANRE	deleted			
F1QYH2	F1QYH2	F1QYH2_DANRE	deleted			
F1QJZ6	F1QJZ6	F1QJZ6_DANRE	deleted			
A0A0R4IN25	A0A0R4IN25	A0A0R4IN25_DANRE	deleted			
F1QMW2	F1QMW2	F1QMW2_DANRE	deleted			
Q6DGB2	Q6DGB2	Q6DGB2_DANRE	Inositol-1-monophosphatase (EC 3.1.3.25)	zgc:100926 impa1		24072791; 23594743; 26469318; 28252024; 29745842
Q52WZ2	Q6DHM9	RHOAB_DANRE	Rho-related GTP-binding protein RhoA-B	rhoab zgc:153713		23594743; 15894457; 26190758
Q6DHM9	Q6DHM9	RHOAB_DANRE	Rho-related GTP-binding protein RhoA-B	rhoab zgc:153713		23594743; 15894457; 26190758
Q8AV61	Q8AV61	INSI1_DANRE	Insulin-induced gene 1 protein (INSIG-1)	insig1		12242332
A0A2R8Q6M1	A0A2R8Q6M1	A0A2R8Q6M1_DANRE	deleted			
Q803U6	Q803U6	Q803U6_DANRE	Aquaporin-3 (Aquaglyceroporin-3)	aqp3 wu:fa95h06 wu:fi13e05 zgc:55525 aqp3a	wu:fa95h06 wu:fi13e05 zgc:55525	16109975; 16379021; 16448862; 17953490; 19939263; 20149227; 23594743; 27189481; 27935978; 26726070; 28506994; 29713869
Q9DDG2	Q9DDG2	Q9DDG2_DANRE	Midkine b (Midkine-related growth factor Mdk2)	mdk2 cb518 fb79b05 fj33b02 fj48a12 mdk plei2 wu:fb79b05 wu:fj33b02 wu:fj48a12 mdkb	cb518 fb79b05 fj33b02 fj48a12 mdk plei2 wu:fb79b05 wu:fj33b02 wu:fj48a12	11133157; 11748832; 12743018; 17013923; 17939124; 18058915; 23418741; 23594743; 28252024; 28329862; 30114527; 30631305; 31042481
Q8JHJ1	Q8JHJ1	RL35_DANRE	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	rpl35		12006978; 15138505
Q6PC57	Q6PC57	Q6PC57_DANRE	Paqr3a protein (Progestin and adipoQ receptor family member 3) (Progestin and adipoQ receptor family member IIIa)	paqr3 zgc:73098 paqr3a	zgc:73098	15520368; 23594743; 26108469; 27189481
E7F5I3	E7F5I3	E7F5I3_DANRE	deleted			
F1QGH8	F1QGH8	F1QGH8_DANRE	deleted			
Q9IAT6	Q9IAT6	DLLC_DANRE	Delta-like protein C (DeltaC) (delC)	dlc		10585570; 11100729
O57341	O57341	FGF8A_DANRE	Fibroblast growth factor 8 (FGF-8)	fgf8a fgf-8 fgf8	fgf-8 fgf8	9334274; 9609821; 23594743; 19164561
Q5PRC3	O57341	FGF8A_DANRE	Fibroblast growth factor 8 (FGF-8)	fgf8a fgf-8 fgf8	fgf-8 fgf8	9334274; 9609821; 23594743; 19164561
F1QGG9	F1QGG9	F1QGG9_DANRE	deleted			
Q6NYW2	Q6NYW2	Q6NYW2_DANRE	Protein phosphatase 1D (EC 3.1.3.16) (Protein phosphatase, Mg2+/Mn2+-dependent, 1Da)	ppm1d wu:fj44c08 zgc:55836 zgc:77316 ppm1da	wu:fj44c08 zgc:55836 zgc:77316	15533793; 15520368; 23594743; 26265472; 26469318; 27189481; 27357367
F1QGG1	F1QGG1	F1QGG1_DANRE	deleted			
F1QJL0	F1QJL0	F1QJL0_DANRE	chitinase (EC 3.2.1.14)	wu:fb60f06 zgc:65788 chia.6	zgc:65788	21676242; 23335748; 23594743; 25139857; 24418193; 29589997; 29912648
Q7ZV82	Q7ZV82	RL27_DANRE	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	rpl27 zgc:56171		
B0R1B6	A0A8M2BE57	A0A8M2BE57_DANRE	Ankyrin repeat and SOCS box protein 6 isoform X2 (Ankyrin repeat and SOCS box-containing 6)	zgc:110231 asb6		23594743
B0V342	Q8JFW4	ADAT3_DANRE	Probable inactive tRNA-specific adenosine deaminase-like protein 3 (tRNA-specific adenosine-34 deaminase subunit adat3)	adat3 si:busm1-72b14.5 si:dkey-204g5.2 zgc:103555		23594743
