From	Entry	Entry Name	Protein names	Gene Names	Gene Ontology IDs
F1QGH7	F1QGH7	CTNB1_DANRE	Catenin beta-1 (Beta-catenin)	ctnnb1	GO:0000578; GO:0001889; GO:0003094; GO:0003713; GO:0005634; GO:0005737; GO:0005886; GO:0005902; GO:0005912; GO:0005915; GO:0005938; GO:0007155; GO:0007398; GO:0009953; GO:0014704; GO:0016020; GO:0016342; GO:0019903; GO:0045294; GO:0045296; GO:0045944; GO:0048262; GO:0060026; GO:0060070; GO:0098609; GO:0140297; GO:2000055
Q7ZU14	F1QGH7	CTNB1_DANRE	Catenin beta-1 (Beta-catenin)	ctnnb1	GO:0000578; GO:0001889; GO:0003094; GO:0003713; GO:0005634; GO:0005737; GO:0005886; GO:0005902; GO:0005912; GO:0005915; GO:0005938; GO:0007155; GO:0007398; GO:0009953; GO:0014704; GO:0016020; GO:0016342; GO:0019903; GO:0045294; GO:0045296; GO:0045944; GO:0048262; GO:0060026; GO:0060070; GO:0098609; GO:0140297; GO:2000055
Q90424	F1QGH7	CTNB1_DANRE	Catenin beta-1 (Beta-catenin)	ctnnb1	GO:0000578; GO:0001889; GO:0003094; GO:0003713; GO:0005634; GO:0005737; GO:0005886; GO:0005902; GO:0005912; GO:0005915; GO:0005938; GO:0007155; GO:0007398; GO:0009953; GO:0014704; GO:0016020; GO:0016342; GO:0019903; GO:0045294; GO:0045296; GO:0045944; GO:0048262; GO:0060026; GO:0060070; GO:0098609; GO:0140297; GO:2000055
A4IFZ0	A4IFZ0	A4IFZ0_DANRE	Mitogen-activated protein kinase kinase kinase 7 interacting protein 3 like (TGF-beta-activated kinase 1 (MAP3K7)-binding protein 3) (TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 isoform X1)	map3k7ip3l map3k7ip3 si:ch211-232d19.8 si:dkey-30h22.6 tab3	GO:0016301; GO:0016310; GO:0043123; GO:0043130; GO:0046872
A0A0R4IN41	A0A0R4IN41	A0A0R4IN41_DANRE	deleted		
A0JMQ9	A0JMQ9	ZRN1B_DANRE	Ubiquitin thioesterase zranb1-B (EC 3.4.19.12) (Zinc finger Ran-binding domain-containing protein 1-B)	zranb1b zranb1 zgc:154177	GO:0004843; GO:0005634; GO:0005737; GO:0007010; GO:0007420; GO:0016055; GO:0016477; GO:0021551; GO:0022604; GO:0030177; GO:0035523; GO:0046872; GO:0070530; GO:0070536; GO:0071947; GO:1990168
F1QC64	F1QC64	F1QC64_DANRE	deleted		
F1RCV3	F1RCV3	F1RCV3_DANRE	Slit homolog 3 (Drosophila) (Slit homolog 3 protein precursor)	zgc:111911 slit3	GO:0005509; GO:0005576; GO:0007411; GO:0008201; GO:0021952; GO:0030517; GO:0048495; GO:0048513; GO:0050919
A0A2R8QDY6	A0A2R8QDY6	A0A2R8QDY6_DANRE	deleted		
A3KNL2	A3KNL2	A3KNL2_DANRE	Junctional adhesion molecule A (Junctional adhesion molecule 1)	si:ch211-89p1.1 f11rl jama.2 f11r.2	GO:0005886; GO:0005923; GO:0007155; GO:0050892; GO:0090557; GO:0090559
F1QYW3	F1QYW3	F1QYW3_DANRE	Junctional adhesion molecule 3a (Junctional adhesion molecule C)	jam3a	GO:0005178; GO:0016020; GO:0016477; GO:0042803; GO:0044291; GO:0046982; GO:0098609; GO:0098632; GO:0098636
B0UYR0	B0UYR0	B0UYR0_DANRE	Colony-stimulating factor 1b (macrophage) (Macrophage colony-stimulating factor 2 isoform X1) (Macrophage colony-stimulating factor-2)	csf1-2 zgc:158436 csf1b	GO:0005125; GO:0005615; GO:0008083; GO:0016020
Q9I8N6	Q9I8N6	CSF1R_DANRE	Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms homolog)	csf1r fms	GO:0002383; GO:0005011; GO:0005524; GO:0005886; GO:0006468; GO:0006629; GO:0006954; GO:0007169; GO:0010759; GO:0014004; GO:0014005; GO:0019838; GO:0019955; GO:0030100; GO:0030316; GO:0030318; GO:0030335; GO:0031641; GO:0033674; GO:0036035; GO:0036179; GO:0036269; GO:0042481; GO:0043235; GO:0043408; GO:0043473; GO:0045087; GO:0048066; GO:0048070; GO:0048246; GO:0050936; GO:0050938; GO:0061075; GO:0097324; GO:1990682; GO:2001204
F1QIJ6	F1QIJ6	F1QIJ6_DANRE	Epidermal growth factor receptor pathway substrate 15 (Epidermal growth factor receptor substrate 15 isoform X1)	eps15	GO:0005509; GO:0005737; GO:0005886; GO:0006897; GO:0016197; GO:0030132
P87357	Q8UWJ4	DLLD_DANRE	Delta-like protein D (DeltaD) (After eight protein)	dld aei	GO:0001756; GO:0002244; GO:0003140; GO:0005112; GO:0005509; GO:0005737; GO:0005886; GO:0007219; GO:0007368; GO:0009952; GO:0016020; GO:0021514; GO:0021523; GO:0030165; GO:0035469; GO:0045746; GO:0046331; GO:0048471; GO:0048546; GO:0060218; GO:0060271; GO:0061056; GO:0071910; GO:1902036
Q8UWJ4	Q8UWJ4	DLLD_DANRE	Delta-like protein D (DeltaD) (After eight protein)	dld aei	GO:0001756; GO:0002244; GO:0003140; GO:0005112; GO:0005509; GO:0005737; GO:0005886; GO:0007219; GO:0007368; GO:0009952; GO:0016020; GO:0021514; GO:0021523; GO:0030165; GO:0035469; GO:0045746; GO:0046331; GO:0048471; GO:0048546; GO:0060218; GO:0060271; GO:0061056; GO:0071910; GO:1902036
Q90473	Q90473	HSP7C_DANRE	Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8)	hspa8 hsc70	GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0016887; GO:0030674; GO:0031072; GO:0031101; GO:0040036; GO:0042026; GO:0044183; GO:0048260; GO:0051085; GO:0061740; GO:0140662; GO:1902946
Q0P4G3	Q90486	HBB1_DANRE	Hemoglobin subunit beta-1 (Beta-1-globin) (Beta-A1-globin) (Hemoglobin beta-1 chain)	ba1 si:by187g17.2 zgc:123164; ba1l si:by187g17.4	GO:0001666; GO:0005344; GO:0005833; GO:0015671; GO:0019825; GO:0020037; GO:0030097; GO:0031838; GO:0042744; GO:0043177; GO:0046872; GO:0098869
Q3B7Q0	Q90486	HBB1_DANRE	Hemoglobin subunit beta-1 (Beta-1-globin) (Beta-A1-globin) (Hemoglobin beta-1 chain)	ba1 si:by187g17.2 zgc:123164; ba1l si:by187g17.4	GO:0001666; GO:0005344; GO:0005833; GO:0015671; GO:0019825; GO:0020037; GO:0030097; GO:0031838; GO:0042744; GO:0043177; GO:0046872; GO:0098869
Q90486	Q90486	HBB1_DANRE	Hemoglobin subunit beta-1 (Beta-1-globin) (Beta-A1-globin) (Hemoglobin beta-1 chain)	ba1 si:by187g17.2 zgc:123164; ba1l si:by187g17.4	GO:0001666; GO:0005344; GO:0005833; GO:0015671; GO:0019825; GO:0020037; GO:0030097; GO:0031838; GO:0042744; GO:0043177; GO:0046872; GO:0098869
Q90488	Q90486	HBB1_DANRE	Hemoglobin subunit beta-1 (Beta-1-globin) (Beta-A1-globin) (Hemoglobin beta-1 chain)	ba1 si:by187g17.2 zgc:123164; ba1l si:by187g17.4	GO:0001666; GO:0005344; GO:0005833; GO:0015671; GO:0019825; GO:0020037; GO:0030097; GO:0031838; GO:0042744; GO:0043177; GO:0046872; GO:0098869
Q6PFT0	Q6PFT0	Q6PFT0_DANRE	Flotillin	zgc:64103 flot2b	GO:0005768; GO:0005886; GO:0016600; GO:0031410; GO:0045661; GO:0072659
F1Q6H8	F1Q6H8	F1Q6H8_DANRE	Axonemal dynein light intermediate polypeptide 1 (Dynein, axonemal, light intermediate chain 1)	zgc:171493 zgc:171595 dnali1	GO:0005930; GO:0030175; GO:0045504
F1R446	F1R446	F1R446_DANRE	deleted		
F1R237	F1R237	TDRD6_DANRE	Tudor domain-containing 6	tdrd6 tdrd6a	GO:0007281; GO:0007283; GO:0030719; GO:0032019; GO:0033391; GO:0034587; GO:0043186; GO:0060293; GO:0070925; GO:1903863; GO:1905879
F1RE34	F1R237	TDRD6_DANRE	Tudor domain-containing 6	tdrd6 tdrd6a	GO:0007281; GO:0007283; GO:0030719; GO:0032019; GO:0033391; GO:0034587; GO:0043186; GO:0060293; GO:0070925; GO:1903863; GO:1905879
P79728	P79728	EFNA5_DANRE	Ephrin-A5b (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7) (ZfEPHL4)	efna5b al1 efna5 eplg7 lerk7	GO:0001756; GO:0005886; GO:0007411; GO:0007509; GO:0009897; GO:0022407; GO:0032956; GO:0043087; GO:0046875; GO:0048013; GO:0050731; GO:0051893; GO:0070507
Q90YC5	Q90YC5	Q90YC5_DANRE	Ephrin-A3 (Ephrin-A3 precursor) (Ephrin-A3b)	D160 efna3 ephrin-A3 zgc:100772 efna3b	GO:0005886; GO:0007411; GO:0046875; GO:0048013; GO:0098552
Q6TH07	Q6TH07	Q6TH07_DANRE	Flotillin	FLOT1 cb2 cb227 reggie-2b sb:cb2 sb:cb227 wu:fb53d05 flot1b	GO:0002090; GO:0005768; GO:0005886; GO:0016600; GO:0031410; GO:0045807; GO:0070528; GO:0072659; GO:1901890; GO:2000049
A4IG39	A4IG39	A4IG39_DANRE	Igsf21b (Immunoglobin superfamily, member 21b) (Immunoglobin superfamily, member 21b precursor) (Zgc:162186 protein) (cDNA, clone cssl:d0188)	igsf21b zgc:162186	GO:0005912; GO:0007156; GO:0007157
B8JKN2	B8JKN2	B8JKN2_DANRE	deleted		
A4IG25	A4IG25	A4IG25_DANRE	deleted		
Q7ZU69	Q7ZU69	Q7ZU69_DANRE	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	zgc:56377 zgc:77482 psmd13	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0030097
Q1LXJ7	Q1LXJ7	Q1LXJ7_DANRE	Type I cytokeratin, enveloping layer,-like	cyt1l	GO:0005198; GO:0005856; GO:0005882
F1R4D3	F1R4D3	F1R4D3_DANRE	Leucine-rich repeat transmembrane neuronal 2 (Leucine-rich repeat transmembrane neuronal protein 2)	lrrtm2	GO:0005886; GO:0042802
Q8JHI0	Q8JHI0	Q8JHI0_DANRE	ADP/ATP translocase (ADP,ATP carrier protein)	SLC25A5 CHUNP6931 SI:bZ46J2.1 si:bz46j2.2 SI:bZ46J2.3 SI:bZ46J2.5 SI:bZ46J2.6 SI:bZ46J2.7 SI:bZ46J2.9 sr:nyz040 wu:fe06b05 slc25a5	GO:0005471; GO:0005743; GO:0140021; GO:1901029; GO:1990544
F1QS48	F1QS48	F1QS48_DANRE	deleted		
Q4V964	Q9I9P9	SMAD2_DANRE	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (SMAD family member 2) (SMAD 2) (Smad2)	smad2 madh2	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0006357; GO:0007179; GO:0009653; GO:0009880; GO:0021999; GO:0030154; GO:0032924; GO:0035556; GO:0038092; GO:0043565; GO:0045944; GO:0046872; GO:0060028; GO:0060282; GO:0060395; GO:0070411; GO:0071144
Q9I9P9	Q9I9P9	SMAD2_DANRE	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (SMAD family member 2) (SMAD 2) (Smad2)	smad2 madh2	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0006357; GO:0007179; GO:0009653; GO:0009880; GO:0021999; GO:0030154; GO:0032924; GO:0035556; GO:0038092; GO:0043565; GO:0045944; GO:0046872; GO:0060028; GO:0060282; GO:0060395; GO:0070411; GO:0071144
Q9PUN4	Q9I9P9	SMAD2_DANRE	Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (SMAD family member 2) (SMAD 2) (Smad2)	smad2 madh2	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0006357; GO:0007179; GO:0009653; GO:0009880; GO:0021999; GO:0030154; GO:0032924; GO:0035556; GO:0038092; GO:0043565; GO:0045944; GO:0046872; GO:0060028; GO:0060282; GO:0060395; GO:0070411; GO:0071144
Q91398	Q91398	CSK2B_DANRE	Casein kinase II subunit beta (CK II beta)	csnk2b ck2b	GO:0005634; GO:0005737; GO:0005956; GO:0016055; GO:0019887; GO:0046872; GO:0080163
F1QF54	F1QF54	F1QF54_DANRE	Fibronectin leucine-rich transmembrane protein 1b (Leucine-rich repeat transmembrane protein FLRT1)	flrt1b	GO:0005615; GO:0016020
Q66I72	Q66I72	Q66I72_DANRE	Junctional adhesion molecule A (Junctional adhesion molecule 1)	JAM f11r wu:fc07c05 zgc:103642 f11r.1	GO:0005886; GO:0005923; GO:0007155; GO:0046982; GO:0048534; GO:0048916; GO:0050892; GO:0090557; GO:0090559; GO:1902036
B8JL43	B8JL43	B8JL43_DANRE	Serotransferrin	cb285 gavi id:ibd3238 id:ibd3525 sb:cb285 trf wu:fb57g06 wu:fb62h02 wu:fb63h10 wu:fb64h10 zgc:112154 tfa	GO:0005615; GO:0005769; GO:0005886; GO:0006826; GO:0009617; GO:0019731; GO:0034755; GO:0042541; GO:0046872; GO:0055037
E7FGS6	E7FGS6	E7FGS6_DANRE	deleted		
Q5TZ97	Q7T163	KDISB_DANRE	Kinase D-interacting substrate of 220 kDa B (Ankyrin repeat-rich membrane-spanning protein B)	kidins220b arms kidins220 si:dkeyp-7f8.3 si:dz119j18.2 zgc:63531	GO:0005770; GO:0007399; GO:0019887; GO:0030165; GO:0031902
Q6P7Y1	Q7T163	KDISB_DANRE	Kinase D-interacting substrate of 220 kDa B (Ankyrin repeat-rich membrane-spanning protein B)	kidins220b arms kidins220 si:dkeyp-7f8.3 si:dz119j18.2 zgc:63531	GO:0005770; GO:0007399; GO:0019887; GO:0030165; GO:0031902
Q7T163	Q7T163	KDISB_DANRE	Kinase D-interacting substrate of 220 kDa B (Ankyrin repeat-rich membrane-spanning protein B)	kidins220b arms kidins220 si:dkeyp-7f8.3 si:dz119j18.2 zgc:63531	GO:0005770; GO:0007399; GO:0019887; GO:0030165; GO:0031902
Q6ZM17	Q6ZM17	Q6ZM17_DANRE	Alpha globin-like (Novel protein similar to zebrafish hemoglobin alpha-adult 1 (Hbaa1)) (Si:ch211-5k11.8) (Si:xx-by187g17.1)	zgc:198284 bY187G17.1 OTTDARP00000002008 si:xx-by187g17.1 si:ch211-5k11.8 bY187G17.1-001	GO:0005344; GO:0005506; GO:0005833; GO:0019825; GO:0020037; GO:0031838; GO:0042744; GO:0043177; GO:0098869
Q7T356	Q7T356	143BB_DANRE	14-3-3 protein beta/alpha-B	ywhabb ywhab ywhab2 zgc:64092	GO:0005737; GO:0007165
E7FCN9	E7FCN9	E7FCN9_DANRE	Chondroitin sulfate proteoglycan 4	cspg4	GO:0016020
A9JRD6	A9JRD6	A9JRD6_DANRE	Colony-stimulating factor 1a (macrophage) (Macrophage colony-stimulating factor 1 precursor (EC 2.7.10.1)) (Macrophage colony-stimulating factor-1) (Zgc:172186 protein)	csf1-1 zgc:172186 csf1a	GO:0005125; GO:0005615; GO:0008083; GO:0016020
Q7ZW40	Q7ZW40	Q7ZW40_DANRE	General vesicular transport factor p115	vdp zgc:55298 uso1	GO:0000139; GO:0005783; GO:0005795; GO:0006886; GO:0006888; GO:0012507; GO:0045056; GO:0048211; GO:0048280; GO:0061025
F1Q7Y5	F1Q7Y5	F1Q7Y5_DANRE	Extracellular leucine-rich repeat and fibronectin type III domain-containing 1b (Protein ELFN1)	elfn1b	GO:0005615; GO:0016020; GO:0031012
F1Q6P3	F1Q6P3	F1Q6P3_DANRE	Collagen alpha-1(VI) chain (Collagen, type VI, alpha 1)	col6a1	GO:0005581; GO:0007519; GO:0007626; GO:0061061; GO:0062023
B3DFT2	B3DFT2	B3DFT2_DANRE	deleted		
Q803P2	Q803P2	Q803P2_DANRE	deleted		
A0A0R4IN23	A0A0R4IN23	A0A0R4IN23_DANRE	deleted		
Q1L8Y6	Q1L8Y6	BBIP1_DANRE	BBSome-interacting protein 1 (BBSome-interacting protein of 10 kDa)	bbip1 bbip10 si:ch211-159c12.2 si:ch211-197i12.2	GO:0005737; GO:0032402; GO:0034464; GO:0060271; GO:0070121; GO:0097500
A0A0R4IXP1	A0A0R4IXP1	A0A0R4IXP1_DANRE	deleted		
A0A2R8RRE9	A0A2R8RRE9	A0A2R8RRE9_DANRE	deleted		
B0R059	B0R059	B0R059_DANRE	Atonal bHLH transcription factor 1a (Protein atonal homolog 1)	Atoh1.1 ath1 atoh1 ZATH-1 zath1 Zath1a zgc:136417 atoh1a	GO:0003682; GO:0003700; GO:0005634; GO:0007423; GO:0035675; GO:0042491; GO:0042668; GO:0045944; GO:0046983; GO:0048663; GO:0048839; GO:0048884; GO:0048919; GO:0048923; GO:0060119; GO:0061564; GO:0070888
E7F2M5	E7F2M5	E7F2M5_DANRE	CD59 molecule (CD59 blood group) (CD59 molecule, complement regulatory protein precursor)	fj38b04 lndc1 ly6/neurotoxin like wu:fj38b04 cd59	GO:0001530; GO:0016020; GO:0050829; GO:0050830; GO:0070891
Q6NZW9	Q6NZW9	Q6NZW9_DANRE	Maf protein (Transcription factor Maf) (V-maf avian musculoaponeurotic fibrosarcoma oncogene homolog a (paralog a))	maf c-Maf fl13d12 wu:fl13d12 Z-cmaf mafa	GO:0000978; GO:0000981; GO:0005634; GO:0006357
F1QKF2	F1QKF2	F1QKF2_DANRE	deleted		
Q1LXE1	Q1LXE1	Q1LXE1_DANRE	Hyaluronan and proteoglycan link protein 1 isoform 1 precursor (Hyaluronan and proteoglycan link protein 1a)	crtl1 fc26f11 fc37g04 fc50e12 fc55h01 hapln1 wu:fc26f11 wu:fc37g04 wu:fc50e12 wu:fc55h01 hapln1a	GO:0001501; GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0031101; GO:0045202; GO:0072534
F1QCU1	F1QDA6	F1QDA6_DANRE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	zgc:101071 acsl1b	GO:0000038; GO:0001676; GO:0005524; GO:0005783; GO:0016020; GO:0035338; GO:0047676
F1QDA6	F1QDA6	F1QDA6_DANRE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	zgc:101071 acsl1b	GO:0000038; GO:0001676; GO:0005524; GO:0005783; GO:0016020; GO:0035338; GO:0047676
F1QGN2	F1QGN2	F1QGN2_DANRE	Contactin 4 (Contactin-4 isoform X1)	zgc:153573 cntn4	GO:0005886; GO:0007411; GO:0007420; GO:0030424; GO:0098609; GO:0098632
A4JYQ0	A4JYQ0	A4JYQ0_DANRE	Ciliary neurotrophic factor receptor (Ciliary neurotrophic factor receptor subunit alpha precursor) (Cntfr)	cb549 fj33e02 sb:cb549 si:bz76a6.1 si:dz248f2.1 si:rp71-76a6.1 wu:fj33e02 cntfr	GO:0004896; GO:0009897; GO:0019221; GO:0019955; GO:0043235; GO:0048680
B9VEN0	F1QUP1	RPZ_DANRE	Protein rapunzel	rpz	GO:0016020; GO:0033333
F1QUP1	F1QUP1	RPZ_DANRE	Protein rapunzel	rpz	GO:0016020; GO:0033333
Q58A48	Q58A48	TSK_DANRE	Tsukushi (Leucine-rich repeat-containing protein 54) (Z-TSK)	tsku lrcc54 tsk zgc:56201	GO:0003431; GO:0005615; GO:0031012; GO:0097009; GO:0098868
Q7ZUT1	Q58A48	TSK_DANRE	Tsukushi (Leucine-rich repeat-containing protein 54) (Z-TSK)	tsku lrcc54 tsk zgc:56201	GO:0003431; GO:0005615; GO:0031012; GO:0097009; GO:0098868
Q6P042	Q7ZTS4	K1C18_DANRE	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Dorsal aorta proneprin kinesin-1) (DreK18) (Keratin-18) (K18)	krt18 dapk1	GO:0005198; GO:0005856; GO:0045095; GO:0045104
Q7ZT44	Q7ZTS4	K1C18_DANRE	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Dorsal aorta proneprin kinesin-1) (DreK18) (Keratin-18) (K18)	krt18 dapk1	GO:0005198; GO:0005856; GO:0045095; GO:0045104
Q7ZTS4	Q7ZTS4	K1C18_DANRE	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Dorsal aorta proneprin kinesin-1) (DreK18) (Keratin-18) (K18)	krt18 dapk1	GO:0005198; GO:0005856; GO:0045095; GO:0045104
Q91981	Q91981	OTX2_DANRE	Homeobox protein OTX2 (zOTX2) (Orthodenticle homolog 2)	otx2	GO:0000978; GO:0000981; GO:0003406; GO:0005634; GO:0006357; GO:0021549; GO:0030901; GO:0030902; GO:0030917; GO:0097306
Q6DGU2	Q6DGU2	Q6DGU2_DANRE	RAB11B, member RAS oncogene family, b (Ras-related protein Rab-11B) (Zgc:92772)	zgc:92772 rab11bb	GO:0003924; GO:0005525; GO:0005794; GO:0045054; GO:0045055; GO:0055037
E7EZA2	E7EZA2	E7EZA2_DANRE	deleted		
F1Q8J4	F1Q8J4	F1Q8J4_DANRE	deleted		
B3DH92	B3DH92	B3DH92_DANRE	Clock circadian regulator b (Clock circadian regulator b isoform X1) (Clock3 protein)	clock3 zfClock3 clockb	GO:0000981; GO:0005737; GO:0006357; GO:0007623; GO:0009416; GO:0009648; GO:0032922; GO:0046983; GO:0070888; GO:1990513
F1QQF0	B3DH92	B3DH92_DANRE	Clock circadian regulator b (Clock circadian regulator b isoform X1) (Clock3 protein)	clock3 zfClock3 clockb	GO:0000981; GO:0005737; GO:0006357; GO:0007623; GO:0009416; GO:0009648; GO:0032922; GO:0046983; GO:0070888; GO:1990513
A2BF97	A2BF97	A2BF97_DANRE	Limb and CNS-expressed 1 (Protein limb expression 1 homolog)	si:ch211-236k19.8 lix1	GO:0005737; GO:0097352
A4QN69	Q1L981	TDRD5_DANRE	Tudor domain-containing protein 5	tdrd5 si:dkey-171o17.7	GO:0007283; GO:0007286; GO:0030719; GO:0033391; GO:0034587; GO:0043186; GO:0071514; GO:0071546
Q1L981	Q1L981	TDRD5_DANRE	Tudor domain-containing protein 5	tdrd5 si:dkey-171o17.7	GO:0007283; GO:0007286; GO:0030719; GO:0033391; GO:0034587; GO:0043186; GO:0071514; GO:0071546
Q1LW91	Q6IQX2	Q6IQX2_DANRE	Collagen alpha-2(I) chain precursor (Collagen, type I, alpha 2)	alpha2(I) hm:zehn2357 wu:fa98d05 wu:fa99g10 wu:fb04c08 wu:fb11d06 zehn2357 col1a2	GO:0001501; GO:0005584; GO:0005615; GO:0009612; GO:0030020; GO:0030198; GO:0062023
Q6IQX2	Q6IQX2	Q6IQX2_DANRE	Collagen alpha-2(I) chain precursor (Collagen, type I, alpha 2)	alpha2(I) hm:zehn2357 wu:fa98d05 wu:fa99g10 wu:fb04c08 wu:fb11d06 zehn2357 col1a2	GO:0001501; GO:0005584; GO:0005615; GO:0009612; GO:0030020; GO:0030198; GO:0062023
F1R3C5	F1R3C5	F1R3C5_DANRE	RING finger protein 17	rnf17	GO:0046872
F1R4H5	F1R3C5	F1R3C5_DANRE	RING finger protein 17	rnf17	GO:0046872
Q7ZVA6	Q7ZVA6	IF4A3_DANRE	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3)	eif4a3 ddx48	GO:0000184; GO:0000381; GO:0000398; GO:0003724; GO:0003729; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0006417; GO:0016607; GO:0016887; GO:0035145; GO:0051028; GO:0071006; GO:0071013
Q7ZWB5	Q8UVX0	PIWL1_DANRE	Piwi-like protein 1 (EC 3.1.26.-)	piwil1 ziwi	GO:0004521; GO:0005737; GO:0006417; GO:0007276; GO:0007281; GO:0007283; GO:0007286; GO:0009653; GO:0031047; GO:0034584; GO:0034587; GO:0035092; GO:0043186; GO:0046872; GO:0051321; GO:0141006
Q8UVX0	Q8UVX0	PIWL1_DANRE	Piwi-like protein 1 (EC 3.1.26.-)	piwil1 ziwi	GO:0004521; GO:0005737; GO:0006417; GO:0007276; GO:0007281; GO:0007283; GO:0007286; GO:0009653; GO:0031047; GO:0034584; GO:0034587; GO:0035092; GO:0043186; GO:0046872; GO:0051321; GO:0141006
A2RRW4	A2RRW4	CMI2B_DANRE	Ciliary microtubule inner protein 2B	cimip2b fam166b zgc:158652	GO:0005879
Q0P4C8	A2RRW4	CMI2B_DANRE	Ciliary microtubule inner protein 2B	cimip2b fam166b zgc:158652	GO:0005879
B0S6Z1	B0S6Z1	B0S6Z1_DANRE	deleted		
A2BGU5	A2BGU5	A2BGU5_DANRE	deleted		
B0UXI4	B0UXI4	B0UXI4_DANRE	Synapsin I (Synapsin-1)	si:dkey-90n12.3 syn1	GO:0005524; GO:0007269; GO:0030672
A2A121	A2A121	A2A121_DANRE	Doublecortin like protein kinase_1 (Doublecortin-like kinase 2a) (Serine/threonine-protein kinase DCLK2 isoform 1 (EC 2.7.11.1))	cb572 dclk dclk2 sb:cb572 si:dkey-180n16.1 dclk2a	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006972; GO:0008021; GO:0015630; GO:0035556; GO:0046777
F6NXT7	Q4FE55	Q4FE55_DANRE	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	usp9	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016477; GO:0016579
Q4FE55	Q4FE55	Q4FE55_DANRE	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	usp9	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016477; GO:0016579
E9QFR8	E9QFR8	E9QFR8_DANRE	deleted		
Q804G7	Q804G7	Q804G7_DANRE	Annexin	ANXIV anx4 anxa4	GO:0005509; GO:0005544; GO:0005737
A0A0R4ILI9	A0A0R4ILI9	A0A0R4ILI9_DANRE	deleted		
F8W4B7	F8W4B7	F8W4B7_DANRE	Histone deacetylase 6	hdac6	GO:0000118; GO:0000122; GO:0001525; GO:0002244; GO:0004407; GO:0006476; GO:0008270; GO:0016575; GO:0030955; GO:0033558; GO:0042903; GO:0060216
A9JT95	Q3Y4E2	SELN_DANRE	Selenoprotein N (SePN) (SelN)	selenon sepn sepn1	GO:0005789; GO:0016491; GO:0019722; GO:0048741; GO:0055001; GO:0055074; GO:0060314; GO:0060537
A0A0R4IA72	A0A0R4IA72	A0A0R4IA72_DANRE	deleted		
Q3Y4E2	Q3Y4E2	SELN_DANRE	Selenoprotein N (SePN) (SelN)	selenon sepn sepn1	GO:0005789; GO:0016491; GO:0019722; GO:0048741; GO:0055001; GO:0055074; GO:0060314; GO:0060537
Q66L54	Q3Y4E2	SELN_DANRE	Selenoprotein N (SePN) (SelN)	selenon sepn sepn1	GO:0005789; GO:0016491; GO:0019722; GO:0048741; GO:0055001; GO:0055074; GO:0060314; GO:0060537
Q802F4	Q3Y4E2	SELN_DANRE	Selenoprotein N (SePN) (SelN)	selenon sepn sepn1	GO:0005789; GO:0016491; GO:0019722; GO:0048741; GO:0055001; GO:0055074; GO:0060314; GO:0060537
Q6T938	Q6T938	FIBP_DANRE	Acidic fibroblast growth factor intracellular-binding protein B (aFGF intracellular-binding protein B) (FGF-1 intracellular-binding protein B)	fibpb fibpl	GO:0005634; GO:0007368; GO:0012505; GO:0016020; GO:0017134; GO:0060026; GO:0060271; GO:0070121
