string_protein_id	preferred_name	protein_size	annotation
224308.BSU12680	xkdO	1332	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqbO.
224308.BSU12690	xkdP	219	Putative PBSX prophage murein binding protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf: putative factor.
224308.BSU12700	xkdQ	325	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqbQ.
224308.BSU12710	xkdR	88	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqbR.
224308.BSU12720	xkdS	141	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqbS.
224308.BSU12730	xkdT	348	Putative base plate assembly protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf: putative factor; Belongs to the Mu gp47/PBSX XkdT family.
224308.BSU12740	xkdU	192	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqcA.
224308.BSU12749	xkzA	90	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU12750	xkdV	687	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqcC.
224308.BSU12760	xkdW	109	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqcC.
224308.BSU12770	xkdX	54	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To B.subtilis YqcE.
224308.BSU12780	xepA	279	Lytic exoenzyme associated with defective prophage PBSX; Not known; does not seem to be involved in host cell lysis.
224308.BSU12790	xhlA	89	Defective prophage PBSX putative enzyme; Associated with cell lysis upon induction of PbsX; To B.licheniformis xpaF1 and xpaL1.
224308.BSU12800	xhlB	87	Bacteriophage PBSX holin; Involved in cell lysis upon induction of PbsX; Belongs to the SPP1 holin family.
224308.BSU12810	xlyA	297	Bacteriophage PBSX N-acetylmuramoyl-L-alanine amidase; Autolysins are involved in some important biological processes such as cell separation, cell-wall turnover, competence for genetic transformation, formation of the flagella and sporulation.
224308.BSU12820	spoIISB	56	Two-component apoptotic control system component B (antitoxin); Antitoxin component of a type II toxin-antitoxin (TA) system. Antitoxin that binds cognate toxin SpoIISA and neutralizes its toxic activity; unlike most antitoxins it does not seem to be highly labile upon expression in E.coli.
224308.BSU12830	spoIISA	248	Two-component apoptosis factor (toxin/antitoxin system); Toxic component of a type II toxin-antitoxin (TA) system. Its toxic activity is neutralized by cognate antitoxin SpoIISB. Expression in the absence of SpoIISB permits sporulation to stage II, when plasmolysis zones and holes in the peptidoglycan layer are observed, resulting in cell death. Lethal when synthesized during vegetative growth in the absence of SpoIISB. In E.coli both the membrane bound and soluble domain are required in cis for toxin activity.
224308.BSU12840	pit	333	Low-affinity inorganic phosphate transporter; Low-affinity inorganic phosphate transport; Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family. Pit subfamily.
224308.BSU12850	ykaA	205	Putative Pit accessory protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor; Belongs to the UPF0111 family.
224308.BSU12860	ykbA	438	Putative amino acid permease; Exhibits an obligate exchange activity for serine, threonine and aromatic amino acids.
224308.BSU12870	mhqA	316	Putative hydroquinone-specific extradiol dioxygenase; Putative ring-cleavage dioxygenase that may contribute to the degradation of aromatic compounds.
224308.BSU12880	ykcB	716	Putative integral membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU12890	ykcC	323	Putative glycosyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU12900	htrA	449	Membrane bound serine protease Do, quality control protease (heat-shock protein); Degrades abnormal exported proteins and responsible for the propeptide processing of a natural pro-protein and for the maturation of a native protein. It also plays a prominent role in stress (heat shock, ethanol, puromycin and NaCl) resistance during active exponential growth (Probable); Belongs to the peptidase S1C family.
224308.BSU12910	proG	272	Redundant pyrroline-5-carboxylate reductase; Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline.
224308.BSU12920	dppA	274	D-alanyl-aminopeptidase; Hydrolyzes N-terminal residues in D-amino acid containing peptides. Among the tested substrates, the highest activities are with D-Ala-D-Ala and D-Ala-Gly-Gly. The physiological role is not clear; Belongs to the peptidase M55 family.
224308.BSU12930	dppB	308	Dipeptide ABC transporter (permease); Part of the binding-protein-dependent transport system for dipeptides; probably responsible for the translocation of the substrate across the membrane. Is expressed to facilitate adaptation to nutrient deficiency conditions.
224308.BSU12940	dppC	320	Dipeptide ABC transporter (permease); Part of the binding-protein-dependent transport system for dipeptides; probably responsible for the translocation of the substrate across the membrane. Is expressed to facilitate adaptation to nutrient deficiency conditions, which also induce sporulation.
224308.BSU12950	dppD	335	Dipeptide ABC transporter (ATP-binding protein); Part of the binding-protein-dependent transport system for dipeptides. Probably responsible for energy coupling to the transport system. Expressed to facilitate adaptation to nutrient deficiency conditions, which also induce sporulation; Belongs to the ABC transporter superfamily.
224308.BSU12960	dppE	549	Dipeptide ABC transporter (dipeptide-binding lipoprotein); Part of the binding-protein-dependent transport system for dipeptides; probably responsible for the binding of dipeptides with high affinity. Is expressed to facilitate adaptation to nutrient deficiency conditions, which also induce sporulation; Belongs to the bacterial solute-binding protein 5 family.
224308.BSU12970	ldcA	319	Muropeptide L,D-carboxypeptidase; May be involved in the degradation of peptidoglycan by catalyzing the cleavage of the terminal D-alanine residue from cytoplasmic murein peptides; Belongs to the peptidase S66 family.
224308.BSU12980	ykfB	366	L-Ala-D/L-Glu epimerase; Catalyzes the epimerization of L-Ala-D-Glu to L-Ala-L-Glu and has probably a role in the metabolism of the murein peptide, of which L-Ala-D-Glu is a component. Is also able to catalyze the reverse reaction and the epimerization of the other Ala-X dipeptides L-Ala-L- Asp, L-Ala-L-Leu, L-Ala-L-Met, and L-Ala-L-Ser. Is not able to epimerize other L-Ala-X dipeptides. Is also active with L-Ser-L-Glu and, oddly, L-Pro-L-Glu, but not with L-Glu-L-Glu, L-Lys-L-Glu, L-Lys- L-Ala, or D-Ala-D-Ala.
224308.BSU12990	ykfC	296	gamma-D-glutamyl-L-diaminoacid endopeptidase; Specifically hydrolyzes gamma-D-glutamyl-L-lysine bonds in murein peptides, releasing L-Ala-D-Glu.
224308.BSU13000	ykfD	329	Putative cell wall oligopeptide ABC transporter (ATP binding protein); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative transporter; Belongs to the ABC transporter superfamily.
224308.BSU13010	pgl	349	6-phosphogluconolactonase; Catalyzes the hydrolysis of 6-phosphogluconolactone to 6- phosphogluconate.
224308.BSU13020	ykgA	286	Putative aminohydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the DDAH family.
224308.BSU13030	ykhA	172	Putative acyl-CoA hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the acyl coenzyme A hydrolase family.
224308.BSU13040	hmp	399	Flavohemoglobin; Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress (By similarity). In the C-terminal section; belongs to the flavoprotein pyridine nucleotide cytochrome reductase family.
224308.BSU13050	ykzH	74	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU13060	ykjA	243	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU13070	ykkA	175	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU13080	ykkB	172	Putative N-acetyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU13090	ykkC	112	Efflux transporter; Probably involved in guanidinium transport. In vitro, confers resistance to a broad range of toxic compounds such as cationic dyes, neutral and anionic antimicrobials.
224308.BSU13100	ykkD	105	Efflux transporter; Probably involved in guanidinium transport. In vitro, confers resistance to a broad range of toxic compounds such as cationic dyes, neutral and anionic antimicrobials.
224308.BSU13110	purU	300	Formyltetrahydrofolate hydrolase; Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4).
224308.BSU13120	proB	365	Glutamate 5-kinase; Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate.
224308.BSU13130	proA	415	Gamma-glutamyl phosphate reductase; Catalyzes the NADPH-dependent reduction of L-glutamate 5- phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate. Belongs to the gamma-glutamyl phosphate reductase family.
